,Project Number,Purchase Type,Remote Net Metering,Affordable Solar,Community Distributed Generation
198,2011-160613-SLPR,Purchase,,No,No
199,2011-157708-SLPR,Purchase,,No,No
200,2011-159806-SLPR,Purchase,,No,No
201,2011-158007-SLPR,Purchase,,No,No
202,2014-649468-Sola,Lease,,No,No
203,2011-158376-SLPR,Purchase,,No,No
204,2014-665433-Sola,Purchase,,No,No
205,2013-528831-Sola,Purchase,,No,No
206,2014-664065-Sola,Lease,,No,No
207,2011-160433-SLPR,Purchase,,No,No
208,2011-160769-SLPR,Purchase,,No,No
209,2010-147446-SLPR,Purchase,,No,No
210,2011-390973-SLPR,Purchase,,No,No
211,2011-160259-SLPR,Purchase,,No,No
212,2014-666226-Sola,Purchase,,No,No
213,2011-157428-SLPR,Purchase,,No,No
214,2013-530717-Sola,Purchase,,No,No
215,2011-156717-SLPR,Purchase,,No,No
216,2014-651014-Sola,Lease,,No,No
217,2014-648475-Sola,Purchase,,No,No
218,4033-46074,Purchase,No,No,No
219,4001-024,,,No,No
220,2010-146523-SLPR,Purchase,,No,No
221,2011-160111-SLPR,Purchase,,No,No
222,2011-373144-SLPR,Purchase,,No,No
223,2011-160551-SLPR,Purchase,,No,No
224,4006-52449,Purchase,No,No,No
225,2014-642012-Sola,Lease,,No,No
226,2013-636809-Sola,Purchase,,No,No
227,2014-649264-Sola,Lease,,No,No
228,2014-664342-Sola,Lease,,No,No
229,2014-660976-Sola,Lease,,No,No
230,2014-663358-Sola,Lease,,No,No
231,2011-157649-SLPR,Purchase,,No,No
232,2012-478874-Sola,Purchase,,No,No
233,2014-661014-Sola,Purchase,,No,No
234,2013-530302-Sola,Purchase,,No,No
235,2014-649661-Sola,Purchase,,No,No
236,2011-159849-SLPR,Purchase,,No,No
237,2011-159520-SLPR,Purchase,,No,No
238,2013-538299-Sola,Purchase,,No,No
239,4054-028,,,No,No
240,2014-648200-Sola,Lease,,No,No
241,2013-538759-Sola,Lease,,No,No
242,2013-542492-Sola,Lease,,No,No
243,2014-645288-Sola,Purchase,,No,No
244,2011-158550-SLPR,Purchase,,No,No
245,2013-630981-Sola,Purchase,,No,No
246,2011-159134-SLPR,Purchase,,No,No
247,2011-156910-SLPR,Purchase,,No,No
248,2013-536984-Sola,Lease,,No,No
249,2011-156332-SLPR,Purchase,,No,No
250,2014-658985-Sola,Purchase,,No,No
251,2014-664051-Sola,Purchase,,No,No
252,2014-645735-Sola,Lease,,No,No
253,2012-448317-SLPR,Purchase,,No,No
254,2012-518035-Sola,Purchase,,No,No
255,2011-160788-SLPR,Purchase,,No,No
256,2014-660328-Sola,Purchase,,No,No
257,2011-156401-SLPR,Purchase,,No,No
258,2011-159202-SLPR,Purchase,,No,No
259,2014-640684-Sola,Purchase,,No,No
260,4006-100254,Purchase,No,No,No
261,2011-160983-SLPR,Purchase,,No,No
262,2013-539831-Sola,Purchase,,No,No
263,2014-654662-Sola,Lease,,No,No
264,2011-159894-SLPR,Purchase,,No,No
265,2011-160145-SLPR,Purchase,,No,No
266,4089-016,,,No,No
267,2010-146364-SLPR,Purchase,,No,No
268,2010-148862-SLPR,Purchase,,No,No
269,2011-160493-SLPR,Purchase,,No,No
270,2011-156631-SLPR,Purchase,,No,No
271,2010-145793-SLPR,Purchase,,No,No
272,2014-658823-Sola,Purchase,,No,No
273,2013-536956-Sola,Lease,,No,No
274,2013-533670-Sola,Lease,,No,No
275,2012-456114-SLPR,Purchase,,No,No
276,2012-518037-Sola,Purchase,,No,No
277,2014-649592-Sola,Lease,,No,No
278,2013-539524-Sola,Lease,,No,No
279,2011-158609-SLPR,Purchase,,No,No
280,2013-537816-Sola,Lease,,No,No
281,2011-159803-SLPR,Purchase,,No,No
282,2013-542485-Sola,Lease,,No,No
283,2014-647960-Sola,Lease,,No,No
284,4061-122,,,No,No
285,4005-009,,,No,No
286,2011-157888-SLPR,Purchase,,No,No
287,2014-645227-Sola,Lease,,No,No
288,2011-156382-SLPR,Purchase,,No,No
289,2011-157805-SLPR,Purchase,,No,No
290,2014-661201-Sola,Lease,,No,No
291,2011-160014-SLPR,Purchase,,No,No
292,2013-531878-Sola,Purchase,,No,No
293,4089-34160,Purchase,No,No,No
294,4056-027,,,No,No
295,2011-390631-SLPR,Purchase,,No,No
296,2013-534016-Sola,Lease,,No,No
297,2011-157036-SLPR,Purchase,,No,No
298,2011-160340-SLPR,Purchase,,No,No
299,2013-615491-Sola,Lease,,No,No
300,2014-644860-Sola,Purchase,,No,No
301,2014-654977-Sola,Lease,,No,No
302,2014-654730-Sola,Lease,,No,No
303,2014-666018-Sola,Purchase,,No,No
304,4030-115,,,No,No
305,4003-22699,,,No,No
306,2011-160297-SLPR,Purchase,,No,No
307,2013-523799-Sola,Purchase,,No,No
308,2011-159007-SLPR,Purchase,,No,No
309,2014-662815-Sola,Lease,,No,No
310,2012-465731-Sola,Purchase,,No,No
311,2012-468332-Sola,Purchase,,No,No
312,2011-158769-SLPR,Purchase,,No,No
313,2012-518551-Sola,Purchase,,No,No
314,4108-010,,,No,No
315,2010-147703-SLPR,Purchase,,No,No
316,2013-538440-Sola,Lease,,No,No
317,2011-157817-SLPR,Purchase,,No,No
318,2011-158653-SLPR,Purchase,,No,No
319,2013-528323-Sola,Purchase,,No,No
320,2011-158568-SLPR,Purchase,,No,No
321,2011-158629-SLPR,Purchase,,No,No
322,2011-160481-SLPR,Purchase,,No,No
323,2014-655460-Sola,Lease,,No,No
324,2013-538511-Sola,Purchase,,No,No
325,4086-022,,,No,No
326,2014-664210-Sola,Purchase,,No,No
327,2013-635319-Sola,Lease,,No,No
328,2013-624654-Sola,Purchase,,No,No
329,2011-156691-SLPR,Purchase,,No,No
330,4001-50142,Purchase,No,No,No
331,2011-156527-SLPR,Purchase,,No,No
332,2011-157994-SLPR,Purchase,,No,No
333,2010-147404-SLPR,Purchase,,No,No
334,2014-665379-Sola,Purchase,,No,No
335,2013-539411-Sola,Lease,,No,No
336,2011-158724-SLPR,Purchase,,No,No
337,2011-438209-Sola,Purchase,,No,No
338,2012-490529-Sola,Purchase,,No,No
339,2011-159864-SLPR,Purchase,,No,No
340,4006-44174,Purchase,No,No,No
341,2012-500231-Sola,Purchase,,No,No
342,2011-160543-SLPR,Purchase,,No,No
343,2014-646689-Sola,Lease,,No,No
344,2014-654781-Sola,Lease,,No,No
345,2012-488120-Sola,Purchase,,No,No
346,2013-531631-Sola,Purchase,,No,No
347,2010-145765-SLPR,Purchase,,No,No
348,2011-158706-SLPR,Purchase,,No,No
349,4028-22718,,,No,No
350,2013-524710-Sola,Purchase,,No,No
351,2012-486496-Sola,Purchase,,No,No
352,2014-665745-Sola,Lease,,No,No
353,2014-663618-Sola,Lease,,No,No
354,2012-471252-Sola,Purchase,,No,No
355,2011-156468-SLPR,Purchase,,No,No
356,2013-528860-Sola,Purchase,,No,No
357,2014-648883-Sola,Lease,,No,No
358,2014-644838-Sola,Purchase,,No,No
359,2009-105787-SLPR,Purchase,,No,No
360,2014-663285-Sola,Purchase,,No,No
361,2011-160429-SLPR,Purchase,,No,No
362,2014-645831-Sola,Lease,,No,No
363,2013-531812-Sola,Purchase,,No,No
364,2013-532999-Sola,Lease,,No,No
365,2013-533587-Sola,Purchase,,No,No
366,4030-110,,,No,No
367,2013-555440-Sola,Lease,,No,No
368,2014-649082-Sola,Lease,,No,No
369,2011-156822-SLPR,Purchase,,No,No
370,2014-645987-Sola,Purchase,,No,No
371,2014-640154-Sola,Lease,,No,No
372,2013-530582-Sola,Purchase,,No,No
373,2012-487834-Sola,Purchase,,No,No
374,2013-540637-Sola,Purchase,,No,No
375,2011-158458-SLPR,Purchase,,No,No
376,2014-662849-Sola,Lease,,No,No
377,2011-367136-SLPR,Purchase,,No,No
378,2012-470619-Sola,Purchase,,No,No
379,2014-660385-Sola,Lease,,No,No
380,2013-555421-Sola,Lease,,No,No
381,2014-661343-Sola,Lease,,No,No
382,2014-646232-Sola,Purchase,,No,No
383,2012-505451-Sola,Purchase,,No,No
384,2013-542129-Sola,Lease,,No,No
385,2011-156255-SLPR,Purchase,,No,No
386,2013-625341-Sola,Lease,,No,No
387,2011-159996-SLPR,Purchase,,No,No
388,2014-655603-Sola,Lease,,No,No
389,2014-660708-Sola,Lease,,No,No
390,2010-148108-SLPR,Purchase,,No,No
391,2014-655634-Sola,Purchase,,No,No
392,2011-422944-Sola,Purchase,,No,No
393,2013-529095-Sola,Lease,,No,No
394,4001-35874,Purchase,No,No,No
395,2014-660695-Sola,Lease,,No,No
396,2011-373138-SLPR,Purchase,,No,No
397,2014-666116-Sola,Lease,,No,No
398,2013-532637-Sola,Purchase,,No,No
399,2013-535319-Sola,Lease,,No,No
400,2011-150222-SLPR,Purchase,,No,No
401,2011-390936-SLPR,Purchase,,No,No
402,2013-608172-Sola,Lease,,No,No
403,2011-157774-SLPR,Purchase,,No,No
404,2013-635378-Sola,Purchase,,No,No
405,2013-624581-Sola,Lease,,No,No
406,2013-535910-Sola,Lease,,No,No
407,2012-487437-Sola,Purchase,,No,No
408,2014-638985-Sola,Lease,,No,No
409,2014-655282-Sola,Lease,,No,No
410,2011-156999-SLPR,Purchase,,No,No
411,2014-661028-Sola,Lease,,No,No
412,4003-048,,,No,No
413,2013-528425-Sola,Purchase,,No,No
414,2014-636977-Sola,Lease,,No,No
415,2011-157962-SLPR,Purchase,,No,No
416,2014-666202-Sola,Lease,,No,No
417,2012-463929-Sola,Purchase,,No,No
418,2014-654897-Sola,Lease,,No,No
419,2011-157956-SLPR,Purchase,,No,No
420,4006-020,,,No,No
421,2011-414556-Sola,Purchase,,No,No
422,2011-432479-Sola,Purchase,,No,No
423,4054-002,,,No,No
424,2013-520501-Sola,Purchase,,No,No
425,2010-145113-SLPR,Purchase,,No,No
426,2013-538655-Sola,Lease,,No,No
427,2013-538257-Sola,Lease,,No,No
428,4003-038,,,No,No
429,2011-157413-SLPR,Purchase,,No,No
430,2014-661503-Sola,Lease,,No,No
431,2014-666096-Sola,Purchase,,No,No
432,2011-158398-SLPR,Purchase,,No,No
433,2014-648485-Sola,Purchase,,No,No
434,2013-536459-Sola,Lease,,No,No
435,2014-662944-Sola,Purchase,,No,No
436,2011-157421-SLPR,Purchase,,No,No
437,2011-391531-SLPR,Purchase,,No,No
438,2013-539069-Sola,Purchase,,No,No
439,4089-034,,,No,No
440,4003-23646,,,No,No
441,2011-156722-SLPR,Purchase,,No,No
442,2011-159526-SLPR,Purchase,,No,No
443,2014-640265-Sola,Purchase,,No,No
444,2013-632951-Sola,Lease,,No,No
445,2015-690669-Sola,Purchase,,No,No
446,2011-157599-SLPR,Purchase,,No,No
447,2010-147502-SLPR,Purchase,,No,No
448,2011-160765-SLPR,Purchase,,No,No
449,2010-146529-SLPR,Purchase,,No,No
450,2013-531582-Sola,Lease,,No,No
451,2014-649607-Sola,Lease,,No,No
452,2011-158357-SLPR,Purchase,,No,No
453,2011-158494-SLPR,Purchase,,No,No
454,2014-655707-Sola,Lease,,No,No
455,2011-157823-SLPR,Purchase,,No,No
456,2011-160126-SLPR,Purchase,,No,No
457,2014-666191-Sola,Lease,,No,No
458,2011-156863-SLPR,Purchase,,No,No
459,2014-658850-Sola,Lease,,No,No
460,2014-655088-Sola,Purchase,,No,No
461,2012-456808-Sola,Purchase,,No,No
462,2011-158106-SLPR,Purchase,,No,No
463,2014-637084-Sola,Lease,,No,No
464,2014-653648-Sola,Purchase,,No,No
465,2011-160585-SLPR,Purchase,,No,No
466,4054-22577,,,No,No
467,2011-159960-SLPR,Purchase,,No,No
468,2012-499424-Sola,Purchase,,No,No
469,2011-413817-SLPR,Purchase,,No,No
470,2013-536671-Sola,Lease,,No,No
471,2014-639859-Sola,Lease,,No,No
472,2014-666062-Sola,Purchase,,No,No
473,2014-649236-Sola,Lease,,No,No
474,4101-99060,Purchase,No,No,No
475,2012-457052-SLPR,Purchase,,No,No
476,2012-487875-Sola,Purchase,,No,No
477,2011-157672-SLPR,Purchase,,No,No
478,2011-159544-SLPR,Purchase,,No,No
479,2014-658953-Sola,Lease,,No,No
480,2014-661872-Sola,Lease,,No,No
481,2013-625208-Sola,Purchase,,No,No
482,2010-147088-SLPR,Purchase,,No,No
483,2011-156544-SLPR,Purchase,,No,No
484,2013-538463-Sola,Purchase,,No,No
485,2010-145515-SLPR,Purchase,,No,No
486,2012-475978-Sola,Purchase,,No,No
487,2012-487568-Sola,Purchase,,No,No
488,2011-160127-SLPR,Purchase,,No,No
489,2013-529335-Sola,Purchase,,No,No
490,2014-659349-Sola,Lease,,No,No
491,2013-533421-Sola,Lease,,No,No
492,2013-531440-Sola,Lease,,No,No
493,4001-031,,,No,No
494,2013-540657-Sola,Purchase,,No,No
495,2014-660637-Sola,Lease,,No,No
496,2011-156878-SLPR,Purchase,,No,No
497,4001-62449,Purchase,No,No,No
498,2011-160507-SLPR,Purchase,,No,No
499,2013-632922-Sola,Lease,,No,No
500,2013-538231-Sola,Purchase,,No,No
501,4003-023-1,,,No,No
502,2012-487956-Sola,Purchase,,No,No
503,2011-371999-SLPR,Purchase,,No,No
504,2010-147721-SLPR,Purchase,,No,No
505,2014-660634-Sola,Lease,,No,No
506,2014-643765-Sola,Lease,,No,No
507,2011-160576-SLPR,Purchase,,No,No
508,4006-47057,Purchase,No,No,No
509,2013-538220-Sola,Purchase,,No,No
510,2011-156795-SLPR,Purchase,,No,No
511,2011-158432-SLPR,Purchase,,No,No
512,2011-158667-SLPR,Purchase,,No,No
513,2010-148484-SLPR,Purchase,,No,No
514,2011-159274-SLPR,Purchase,,No,No
515,2014-654921-Sola,Purchase,,No,No
516,2011-156238-SLPR,Purchase,,No,No
517,2011-161110-SLPR,Purchase,,No,No
518,2014-663754-Sola,Lease,,No,No
519,2013-529239-Sola,Purchase,,No,No
520,2013-536218-Sola,Lease,,No,No
521,2014-648740-Sola,Purchase,,No,No
522,2011-159400-SLPR,Purchase,,No,No
523,2013-538260-Sola,Lease,,No,No
524,2013-625334-Sola,Lease,,No,No
525,2013-540895-Sola,Purchase,,No,No
526,2014-665990-Sola,Purchase,,No,No
527,2014-643555-Sola,Lease,,No,No
528,2011-157924-SLPR,Purchase,,No,No
529,2011-156591-SLPR,Purchase,,No,No
530,2011-158302-SLPR,Purchase,,No,No
531,2014-647988-Sola,Lease,,No,No
532,4054-19823,,,No,No
533,2013-536655-Sola,Lease,,No,No
534,2014-645498-Sola,Lease,,No,No
535,4022-20110,,,No,No
536,2013-538782-Sola,Lease,,No,No
537,2011-158157-SLPR,Purchase,,No,No
538,2013-538336-Sola,Lease,,No,No
539,2012-500287-Sola,Purchase,,No,No
540,4001-30096,Purchase,,No,No
541,2011-159226-SLPR,Purchase,,No,No
542,2013-538328-Sola,Lease,,No,No
543,2011-157470-SLPR,Purchase,,No,No
544,2011-432750-Sola,Purchase,,No,No
545,2011-157157-SLPR,Purchase,,No,No
546,2010-145246-SLPR,Purchase,,No,No
547,2011-158141-SLPR,Purchase,,No,No
548,2014-663988-Sola,Purchase,,No,No
549,2011-440610-Sola,Purchase,,No,No
550,2014-648175-Sola,Lease,,No,No
551,2013-533614-Sola,Purchase,,No,No
552,2013-532476-Sola,Purchase,,No,No
553,2014-659059-Sola,Purchase,,No,No
554,2014-664781-Sola,Lease,,No,No
555,2014-664152-Sola,Lease,,No,No
556,2011-159709-SLPR,Purchase,,No,No
557,4009-004,,,No,No
558,2014-649461-Sola,Lease,,No,No
559,2013-538560-Sola,Lease,,No,No
560,2011-432937-SLPR,Purchase,,No,No
561,4001-99454,Purchase,No,No,No
562,2011-160852-SLPR,Purchase,,No,No
563,2013-535716-Sola,Purchase,,No,No
564,2014-661380-Sola,Lease,,No,No
565,2013-532192-Sola,Purchase,,No,No
566,2013-536349-Sola,Lease,,No,No
567,2011-188572-SLPR,Purchase,,No,No
568,2013-586578-Sola,Lease,,No,No
569,2013-540722-Sola,Purchase,,No,No
570,2013-534268-Sola,Lease,,No,No
571,2014-648320-Sola,Lease,,No,No
572,4030-25695,,,No,No
573,2013-535949-Sola,Purchase,,No,No
574,2014-649423-Sola,Lease,,No,No
575,2012-475084-Sola,Purchase,,No,No
576,2011-161059-SLPR,Purchase,,No,No
577,2012-470334-Sola,Purchase,,No,No
578,4006-65216,Purchase,No,No,No
579,2011-150333-SLPR,Purchase,,No,No
580,4033-57316-GJ,Purchase,No,No,No
581,4011-26866,,,No,No
582,4030-21356,,,No,No
583,2011-150548-SLPR,Purchase,,No,No
584,2011-160629-SLPR,Purchase,,No,No
585,2011-156993-SLPR,Purchase,,No,No
586,2011-157856-SLPR,Purchase,,No,No
587,2010-145744-SLPR,Purchase,,No,No
588,2014-655019-Sola,Purchase,,No,No
589,4089-51523,Purchase,No,No,No
590,2010-145900-SLPR,Purchase,,No,No
591,2013-531938-Sola,Lease,,No,No
592,2013-636762-Sola,Purchase,,No,No
593,2011-158332-SLPR,Purchase,,No,No
594,2011-158801-SLPR,Purchase,,No,No
595,2014-639949-Sola,Lease,,No,No
596,2012-499954-Sola,Purchase,,No,No
597,2014-639893-Sola,Lease,,No,No
598,2014-655827-Sola,Lease,,No,No
599,2014-663239-Sola,Purchase,,No,No
600,2013-528286-Sola,Purchase,,No,No
601,2014-658679-Sola,Lease,,No,No
602,2011-156675-SLPR,Purchase,,No,No
603,2011-160335-SLPR,Purchase,,No,No
604,2013-535825-Sola,Lease,,No,No
605,4011-30067,Purchase,,No,No
606,2013-533193-Sola,Lease,,No,No
607,2014-638412-Sola,Lease,,No,No
608,2011-161021-SLPR,Purchase,,No,No
609,2011-159030-SLPR,Purchase,,No,No
610,2011-160403-SLPR,Purchase,,No,No
611,2011-157356-SLPR,Purchase,,No,No
612,2012-489988-Sola,Purchase,,No,No
613,2012-469511-Sola,Purchase,,No,No
614,2014-646015-Sola,Purchase,,No,No
615,2013-617076-Sola,Purchase,,No,No
616,2011-160219-SLPR,Purchase,,No,No
617,2014-655369-Sola,Lease,,No,No
618,4015-008,,,No,No
619,2011-158827-SLPR,Purchase,,No,No
620,4077-014,,,No,No
621,2013-530610-Sola,Purchase,,No,No
622,2011-188591-SLPR,Purchase,,No,No
623,2014-643594-Sola,Lease,,No,No
624,2011-160276-SLPR,Purchase,,No,No
625,2011-158647-SLPR,Purchase,,No,No
626,4003-014,,,No,No
627,2011-159604-SLPR,Purchase,,No,No
628,2011-158513-SLPR,Purchase,,No,No
629,4030-046,,,No,No
630,4022-007,,,No,No
631,2013-538675-Sola,Purchase,,No,No
632,2011-448210-Sola,Purchase,,No,No
633,2014-649691-Sola,Lease,,No,No
634,2013-531995-Sola,Purchase,,No,No
635,2013-536849-Sola,Lease,,No,No
636,2013-531009-Sola,Purchase,,No,No
637,4030-033,,,No,No
638,2014-661297-Sola,Lease,,No,No
639,2014-663790-Sola,Purchase,,No,No
640,2011-425804-Sola,Purchase,,No,No
641,2012-465521-Sola,Purchase,,No,No
642,2014-663919-Sola,Lease,,No,No
643,2013-538372-Sola,Purchase,,No,No
644,2011-158528-SLPR,Purchase,,No,No
645,2014-661167-Sola,Lease,,No,No
646,2014-643656-Sola,Purchase,,No,No
647,2011-159185-SLPR,Purchase,,No,No
648,2012-475451-Sola,Purchase,,No,No
649,2014-653707-Sola,Lease,,No,No
650,2011-158087-SLPR,Purchase,,No,No
651,2011-159977-SLPR,Purchase,,No,No
652,2013-527035-Sola,Purchase,,No,No
653,2014-664306-Sola,Purchase,,No,No
654,2011-157212-SLPR,Purchase,,No,No
655,2011-415194-Sola,Purchase,,No,No
656,2013-585727-Sola,Lease,,No,No
657,2014-665447-Sola,Lease,,No,No
658,2014-653764-Sola,Lease,,No,No
659,4022-31064,Purchase,,No,No
660,2014-664682-Sola,Lease,,No,No
661,2011-158992-SLPR,Purchase,,No,No
662,2011-157760-SLPR,Purchase,,No,No
663,4061-045,,,No,No
664,2011-158845-SLPR,Purchase,,No,No
665,2011-159828-SLPR,Purchase,,No,No
666,2014-640009-Sola,Lease,,No,No
667,2012-502605-Sola,Purchase,,No,No
668,2014-649572-Sola,Lease,,No,No
669,2011-159928-SLPR,Purchase,,No,No
670,2011-440899-Sola,Purchase,,No,No
671,2014-640367-Sola,Lease,,No,No
672,2014-659120-Sola,Lease,,No,No
673,2014-648547-Sola,Purchase,,No,No
674,2013-540136-Sola,Purchase,,No,No
675,2011-157498-SLPR,Purchase,,No,No
676,2014-660731-Sola,Lease,,No,No
677,2013-533943-Sola,Lease,,No,No
678,2013-530163-Sola,Purchase,,No,No
679,2014-654869-Sola,Purchase,,No,No
680,2014-650962-Sola,Lease,,No,No
681,2014-645925-Sola,Lease,,No,No
682,2011-159674-SLPR,Purchase,,No,No
683,2012-500769-Sola,Purchase,,No,No
684,2013-531613-Sola,Lease,,No,No
685,2011-159779-SLPR,Purchase,,No,No
686,2014-657139-Sola,Purchase,,No,No
687,2011-156571-SLPR,Purchase,,No,No
688,4006-100263,Purchase,No,No,No
689,2011-158684-SLPR,Purchase,,No,No
690,2011-159360-SLPR,Purchase,,No,No
691,2014-655332-Sola,Lease,,No,No
692,2014-639827-Sola,Lease,,No,No
693,2011-161126-SLPR,Purchase,,No,No
694,2014-645338-Sola,Lease,,No,No
695,2011-159504-SLPR,Purchase,,No,No
696,2013-535521-Sola,Purchase,,No,No
697,2013-623503-Sola,Lease,,No,No
698,2014-663925-Sola,Lease,,No,No
699,2014-644955-Sola,Lease,,No,No
700,2013-636552-Sola,Purchase,,No,No
701,2014-648906-Sola,Lease,,No,No
702,2011-159241-SLPR,Purchase,,No,No
703,2011-158760-SLPR,Purchase,,No,No
704,2013-525160-Sola,Purchase,,No,No
705,2013-633928-Sola,Lease,,No,No
706,2011-448215-Sola,Purchase,,No,No
707,2011-157151-SLPR,Purchase,,No,No
708,2014-665440-Sola,Lease,,No,No
709,2013-584020-Sola,Purchase,,No,No
710,2011-159876-SLPR,Purchase,,No,No
711,2014-645911-Sola,Lease,,No,No
712,4014-34952,Power Purchase Agreement,No,No,No
713,2011-157179-SLPR,Purchase,,No,No
714,2014-660638-Sola,Lease,,No,No
715,2010-146062-SLPR,Purchase,,No,No
716,2013-532069-Sola,Lease,,No,No
717,2013-542088-Sola,Purchase,,No,No
718,2011-159234-SLPR,Purchase,,No,No
719,2011-157438-SLPR,Purchase,,No,No
720,2011-157941-SLPR,Purchase,,No,No
721,2011-371423-SLPR,Purchase,,No,No
722,2011-160469-SLPR,Purchase,,No,No
723,2013-531503-Sola,Lease,,No,No
724,2011-158355-SLPR,Purchase,,No,No
725,2014-673263-Sola,Purchase,,No,No
726,2013-538768-Sola,Lease,,No,No
727,2011-382720-SLPR,Purchase,,No,No
728,2014-653955-Sola,Lease,,No,No
729,4033-21069,,,No,No
730,4030-26092,,,No,No
731,4006-78338,Purchase,No,No,No
732,2012-475816-Sola,Purchase,,No,No
733,2013-531505-Sola,Lease,,No,No
734,2011-160412-SLPR,Purchase,,No,No
735,4033-49119,Purchase,No,No,No
736,2011-159436-SLPR,Purchase,,No,No
737,2014-646602-Sola,Purchase,,No,No
738,2014-653921-Sola,Lease,,No,No
739,4011-011,,,No,No
740,2014-646009-Sola,Lease,,No,No
741,2014-648453-Sola,Purchase,,No,No
742,2011-150687-SLPR,Purchase,,No,No
743,2014-665944-Sola,Lease,,No,No
744,4030-20794,,,No,No
745,2014-646303-Sola,Lease,,No,No
746,2013-584733-Sola,Purchase,,No,No
747,2011-156680-SLPR,Purchase,,No,No
748,2012-464629-Sola,Purchase,,No,No
749,2013-537310-Sola,Purchase,,No,No
750,2011-158858-SLPR,Purchase,,No,No
751,2013-524657-Sola,Purchase,,No,No
752,2011-157405-SLPR,Purchase,,No,No
753,2011-158864-SLPR,Purchase,,No,No
754,2011-158028-SLPR,Purchase,,No,No
755,2014-650940-Sola,Lease,,No,No
756,4030-20124,,,No,No
757,2011-160409-SLPR,Purchase,,No,No
758,2012-471762-Sola,Purchase,,No,No
759,2014-645194-Sola,Lease,,No,No
760,2011-432942-SLPR,Purchase,,No,No
761,2013-539668-Sola,Purchase,,No,No
762,2011-414248-Sola,Purchase,,No,No
763,2012-518564-Sola,Purchase,,No,No
764,4025-36168,Purchase,No,No,No
765,4054-23845,,,No,No
766,4005-032,,,No,No
767,2013-535762-Sola,Lease,,No,No
768,2013-531243-Sola,Lease,,No,No
769,4033-53795,Purchase,No,No,No
770,2014-658744-Sola,Lease,,No,No
771,2010-144145-SLPR,Purchase,,No,No
772,2011-157648-SLPR,Purchase,,No,No
773,2014-639854-Sola,Lease,,No,No
774,2013-534716-Sola,Purchase,,No,No
775,2014-655035-Sola,Purchase,,No,No
776,2014-648333-Sola,Lease,,No,No
777,4030-19435,,,No,No
778,2013-540872-Sola,Purchase,,No,No
779,2011-159452-SLPR,Purchase,,No,No
780,2012-519417-Sola,Purchase,,No,No
781,2014-648855-Sola,Lease,,No,No
782,2013-534523-Sola,Lease,,No,No
783,2013-539497-Sola,Purchase,,No,No
784,2011-371989-SLPR,Purchase,,No,No
785,2013-531703-Sola,Purchase,,No,No
786,2014-640428-Sola,Lease,,No,No
787,2013-521858-Sola,Purchase,,No,No
788,2011-269195-SLPR,Purchase,,No,No
789,2012-486051-Sola,Purchase,,No,No
790,2011-156360-SLPR,Purchase,,No,No
791,2011-159327-SLPR,Purchase,,No,No
792,2011-156870-SLPR,Purchase,,No,No
793,2014-646419-Sola,Purchase,,No,No
794,2010-147340-SLPR,Purchase,,No,No
795,2013-633961-Sola,Lease,,No,No
796,2010-145303-SLPR,Purchase,,No,No
797,2011-158135-SLPR,Purchase,,No,No
798,2013-538864-Sola,Lease,,No,No
799,2011-440609-Sola,Purchase,,No,No
800,2011-158400-SLPR,Purchase,,No,No
801,2010-145791-SLPR,Purchase,,No,No
802,2011-157465-SLPR,Purchase,,No,No
803,2012-465859-Sola,Purchase,,No,No
804,2013-535615-Sola,Lease,,No,No
805,4006-42223,Purchase,No,No,No
806,2014-636854-Sola,Lease,,No,No
807,2014-664424-Sola,Lease,,No,No
808,4054-19551,,,No,No
809,2011-158152-SLPR,Purchase,,No,No
810,2014-664587-Sola,Lease,,No,No
811,2012-456399-Sola,Purchase,,No,No
812,2011-159076-SLPR,Purchase,,No,No
813,2011-156762-SLPR,Purchase,,No,No
814,2010-146726-SLPR,Purchase,,No,No
815,2014-659092-Sola,Lease,,No,No
816,4033-36936,Purchase,No,No,No
817,2011-156954-SLPR,Purchase,,No,No
818,2013-538131-Sola,Purchase,,No,No
819,4089-67105,Purchase,No,No,No
820,4006-41275,Purchase,No,No,No
821,2011-156365-SLPR,Purchase,,No,No
822,2011-161044-SLPR,Purchase,,No,No
823,2011-447588-Sola,Purchase,,No,No
824,2014-660882-Sola,Lease,,No,No
825,2010-147289-SLPR,Purchase,,No,No
826,4021-001,,,No,No
827,2010-149524-SLPR,Purchase,,No,No
828,4005-049,,,No,No
829,2011-159917-SLPR,Purchase,,No,No
830,2010-147689-SLPR,Purchase,,No,No
831,2011-160839-SLPR,Purchase,,No,No
832,2011-158512-SLPR,Purchase,,No,No
833,2013-534384-Sola,Lease,,No,No
834,2014-661106-Sola,Lease,,No,No
835,2014-655226-Sola,Purchase,,No,No
836,2011-157979-SLPR,Purchase,,No,No
837,2013-628333-Sola,Lease,,No,No
838,2013-537712-Sola,Lease,,No,No
839,2014-655196-Sola,Lease,,No,No
840,2014-643551-Sola,Purchase,,No,No
841,2013-536347-Sola,Purchase,,No,No
842,4056-011,,,No,No
843,2012-469370-Sola,Purchase,,No,No
844,2011-157744-SLPR,Purchase,,No,No
845,2011-346646-SLPR,Purchase,,No,No
846,2011-159809-SLPR,Purchase,,No,No
847,2011-159098-SLPR,Purchase,,No,No
848,2011-157380-SLPR,Purchase,,No,No
849,2011-440829-Sola,Purchase,,No,No
850,2013-542693-Sola,Lease,,No,No
