$Incentive,Total Nameplate kW DC,Expected KWh Annual Production
28784,20.56,24134
3780,3.78,4437
9800,7,8217
2805,4.68,5488
9800,10.78,12654
4578,11.45,13435
9800,7,8217
5382,5.98,7020
2824,9.54,11198
2200,2.2,2582
3684,11.96,14039
7142,6.21,7290
1664,8.32,9766
4685,10.14,11903
7452,8.28,9719
1647,9.36,10987
5088,10.18,11944
3465,5.78,6779
17395,20.27,23798
2219,7.4,8681
9418,10.46,12283
8060,16.12,18922
795,3.98,4666
7194,7.19,8445
13750,14,16434
2695,3.85,4519
7770,4.44,5212
9646,7.42,8710
2332,9.88,11598
2310,3.85,4519
4760,9.52,11175
3084,4.76,5587
7848,7.85,9212
1428,4.76,5587
8736,6.24,7325
2865,13.08,15354
1820,2.6,3052
13000,10,11738
1893,6.76,7935
581,4.4,5165
12250,7.2,8452
2241,7.47,8769
7946,8.83,10364
1484,5.3,6221
12327,9.48,11132
8085,11.55,13558
17854,12.75,14970
3800,5,5869
3486,5.05,5928
10500,9.6,11269
1001,6.5,7630
5608,8.18,9596
2678,5.1,5987
6480,6.48,7606
10529,9.16,10748
880,4.4,5165
2015,4.03,4731
8400,8.4,9860
15696,15.7,18425
2268,3.78,4437
5880,3.92,4601
1092,5.46,6409
3510,8.78,10300
3636,5.98,7020
2811,9.01,10576
9100,6.5,7630
3432,8.58,10072
6552,7.28,8546
4023,4.47,5247
2265,3.24,3797
5279,4.59,5388
8469,12.1,14202
488,3.3,3874
2640,4.4,5165
2888,4.13,4842
2210,4.42,5188
15304,11.77,13818
4419,6.22,7295
2346,5.87,6885
2157,5.83,6843
18704,14.39,16889
3224,8.06,9461
2228,4.68,5494
7652,8.5,9980
6278,10.46,12283
666,6.05,7102
1045,5.23,6133
9156,6.54,7677
27076,23.54,27637
6600,8.25,9684
3557,5.7,6691
4320,4.4,5165
2600,6.5,7630
3437,6.22,7295
3962,5.15,6039
3952,9.88,11598
2968,7.42,8710
2732,6.33,7425
69050,81.75,95961
3980,3.98,4672
1341,5.88,6902
8775,6.75,7923
4200,7,8217
8927,6.87,8061
949,6.16,7231
7063,11.77,13818
58880,64.8,76065
2296,5.04,5910
2067,5.3,6221
7500,7.5,8804
12500,12.5,14673
3816,6.36,7466
1498,5.2,6104
10300.5,6.87,8061
952,4.76,5587
10290,6.86,8053
4235,6.05,7102
7848,7.85,9212
7325,10.46,12283
3498,5.83,6843
5940,11.88,13945
1456,3.64,4273
2943,4.91,5758
1204,8.48,9954
7508,9.48,11132
8064,8.96,10518
3927,8.25,9684
2027,10.14,11899
1989,6.63,7783
17331,17.33,20344
4578,9.16,10748
1716,2.86,3357
1048,6.63,7783
969,6.38,7483
3750,7.5,8804
1689,7.54,8851
7848,7.85,9212
9100,6.5,7630
2700,5.4,6339
3532,5.89,6909
2379,5.83,6843
440,2.2,2582
1006,8.53,10007
1403,9.35,10975
6723,7.47,8769
10300.5,6.87,8061
2015,4.03,4731
4446,4.94,5799
3420,5.7,6691
5300,10.6,12443
9072,12.96,15213
9941,12.43,14586
3498,5.83,6843
1553,10.64,12490
759,5.5,6456
3353,3.73,4373
3780,4.73,5546
9025,7.85,9212
12099,12.1,14202
2736,6.84,8029
6650,4.75,5576
499,3.52,4126
4766,7.98,9361
1377,4.59,5388
9100,9.1,10682
3434,6.87,8061
4293,7.16,8399
2565,8.55,10036
1040,5.2,6104
11705,11.71,13740
1377,4.59,5388
6156,10.26,12044
5494,7.85,9212
8400,6,7043
3924,3.92,4606
2687,10.34,12132
9180,11.48,13470
2120,4.24,4977
2410,4.59,5388
1594,10.92,12818
1732,5.55,6515
1768,4.42,5188
3384,16.35,19192
4250,4.25,4989
2601,8.67,10177
6750,4.5,5282
2695,3.85,4519
1976,9.88,11598
9679,12.1,14202
14850,14.85,17432
10500,7.85,9212
2628,9.81,11510
4125,6.88,8070
7194,7.19,8445
2132,10.66,12513
4590,4.59,5388
10072,7.19,8445
1166,2.92,3422
2652,3.32,3891
3300,6.6,7747
4550,9.1,10682
1323,2.21,2588
5310,5.9,6926
2550,6.38,7483
9800,24.85,29172
12750,12.75,14966
4125,8.25,9684
9936,16.56,19439
596,2.98,3498
3171,5.29,6204
1224,4.08,4789
5309,4.8,5634
4578,6.54,7677
6825,5.25,6163
10500,7.85,9212
8522,6.56,7695
9614,6.87,8061
1913,6.38,7483
999,6.33,7425
1742,5.89,6909
2976,7.44,8733
12600,18,21129
3123,3.47,4073
10140,10.14,11903
1650,8.25,9684
2170,4.34,5094
8918,6.37,7477
5101,8.5,9980
1764,5.04,5916
3240,10.8,12677
4694,5.22,6122
5415,10.83,12713
67228,48.02,56368
4578,4.58,5374
8273,7.19,8445
7521,7.52,8828
3749,5.36,6286
2640,4.4,5165
3575,7.15,8393
9194,10.22,11991
1176,3.92,4601
4516,15.9,18664
4055,10.14,11899
1941,6.47,7595
9800,7.19,8445
9352,7.19,8445
1540,3.85,4519
2448,12.24,14368
3738,3.25,3815
2449,6.2,7278
64500,43,50475
8625,5.75,6750
1219,6.1,7155
7897,6.87,8061
2970,4.95,5811
2677,4.3,5042
6409,9.16,10748
10080,10.08,11832
1177,5.89,6909
3216,8.04,9438
8000,8,9391
2086,2.98,3498
2600,6.5,7630
5494,7.85,9212
1272,3.18,3733
9156,13.08,15354
3264,4.08,4789
9194,10.22,11991
3528,5.88,6902
3626,4.59,5388
21059,18.31,21495
3761,3.27,3838
2808,7.02,8240
6630,6.63,7783
17920,17.92,21035
5600,5.6,6574
3035,5.36,6286
5250,5.25,6163
3565,7.13,8369
1431,7.16,8399
17004,13.08,15354
3876,4.85,5687
3500,7,8217
1334,3.27,3838
8050,7,8217
5101,3.92,4606
8400,8.4,9860
1664,8.32,9766
12960,14.4,16903
1144,5.72,6714
6765,11.28,13235
2886,7.22,8469
3640,9.1,10682
5886,5.89,6909
9401,8.18,9596
4641,6.63,7783
9156,9.16,10748
7542,16.64,19533
954,4.77,5599
1938,9.69,11375
6409,4.58,5374
7098,20.28,23805
2616,13.08,15354
8250,8.25,9684
935,4.68,5488
1556,5.72,6714
7652,5.89,6909
8240,13.73,16122
8500,8.5,9978
136280,193.8,227490
2244,5.61,6585
4896,8.16,9579
999,8.06,9461
3420,2.28,2676
4186,10.46,12283
38775,25.85,30344
8400,4.8,5634
1762,5.72,6714
3329,5.22,6122
2208,2.76,3240
7224,12.04,14133
9156,9.16,10748
4860,4.86,5705
9843,14.06,16505
8424,6.5,7630
3035,4.34,5089
23639,62.14,72942
4275,7.13,8364
8624,10.78,12654
4694,5.22,6122
7553,9.99,11727
826,5.23,6133
11178,18.63,21869
6240,11.73,13769
4190,5.99,7025
2352,5.88,6902
1378,6.89,8088
10500,10,11738
17004,21.26,24950
3470,3.47,4073
5886,5.89,6909
3843,7.69,9021
4708,6.73,7894
847,6.05,7102
3114,5.04,5916
3353,3.73,4373
5300,5.3,6221
6363,11.96,14039
9000,9,10565
5344,6.21,7293
3048,6.1,7155
3060,5.1,5987
6188,8.84,10377
3990,7.98,9367
16154,12.43,14586
17500,26.16,30708
672,4.42,5188
1802,9.01,10576
1383,9.88,11598
8320,10.4,12208
10006,11.12,13051
11750,11.75,13793
8250,5.5,6456
1427,4.68,5494
3465,5.78,6779
8927,12.75,14970
2602,8.47,9942
6440,6.72,7888
3182,7.69,9021
4590,4.59,5388
2970,9.9,11621
4251,4.25,4990
2824,3.58,4196
5421,8.8,10330
1683,5.61,6585
2052,5.13,6022
48600,48.6,57049
6802,5.23,6142
2943,5.89,6909
3107,6.21,7293
6460,8.5,9978
5036,7.19,8445
1500,5,5869
3184,3.98,4672
10500,7.2,8452
1890,4.73,5546
6867,9.81,11515
1815,6.05,7102
1734,8.67,10177
2228,14.28,16762
3308,6.62,7765
2704,6.76,7935
5494,9.16,10748
29216,75.6,88742
4134,6.89,8088
4914,7.02,8240
10500,7,8217
767,6.5,7630
1815,3.03,3551
9699,16.17,18975
7696,9.62,11292
4104,10.26,12044
5494,3.92,4606
11000,11,12912
1852,3.58,4196
12880,13.2,15495
5232,5.23,6142
3532,8.83,10364
4008,5.81,6814
6156,10.26,12044
990,4.95,5811
61486,165.24,193965
1442,9.88,11598
10500,17.66,20728
8829,5.89,6909
2744,3.92,4601
3532,5.89,6909
1309,4.25,4990
7652,5.89,6909
1206,2.01,2359
683,4.32,5071
765,3.83,4490
4622,4.5,5282
4284,8.16,9579
848,4.24,4977
5886,5.89,6909
3392,8.48,9954
2170,4.34,5094
2736,9.12,10705
3648,9.12,10705
10500,7.85,9212
4102,4.58,5374
6032,7.54,8851
9712,10.79,12667
992,3.2,3756
9874,7.6,8915
1938,5.04,5910
14388,14.39,16889
5045,10.92,12818
2015,4.03,4731
2496,6.24,7325
7194,7.19,8445
550,2.75,3228
5494,6.87,8061
5670,5.67,6656
10290,6.86,8053
2850,5.7,6691
3291,9.54,11198
9800,17,19960
7319,10.46,12272
5967,13.44,15776
4023,4.47,5247
901,5.78,6779
4900,6.86,8053
12250,7.2,8452
15369,15.37,18041
6500,6.5,7630
2693,5.39,6321
7227,5.56,6525
4000,4.14,4860
6386,8.71,10218
852,5.46,6409
3984,9.96,11691
605,3.03,3551
2385,3.98,4666
3123,3.52,4126
2616,5.23,6142
3952,4.94,5799
2482,5.72,6714
10300.5,6.87,8061
1815,3.03,3551
4134,6.89,8088
1400,7,8217
4000,4,4695
10500,7.68,9015
9542,12.1,14202
512,4.13,4842
3788,9.47,11116
10962,15.66,18382
2080,5.2,6104
416,2.08,2442
4131,6.89,8082
2518,5.04,5910
63020,71.7,84164
6278,7.85,9212
7096,10.14,11899
4186,5.23,6142
48600,48.6,57049
7973,5.7,6685
11388,18.98,22279
5380,6.73,7894
5000,5,5869
2970,2.97,3486
2014,5.04,5910
1792,8.96,10518
1248,6.24,7325
5488,7.84,9203
749,3.12,3662
7521,15.04,17657
4914,10.92,12818
9282,13.26,15565
6030,6.03,7078
9996,14.28,16762
5756,6.5,7630
1080,8.06,9461
7521,6.54,7677
1692,10.71,12572
32400,32.4,38032
11445,11.45,13435
8074,5.39,6327
8568,10.71,12572
1500,1.5,1761
10250,10.25,12032
5750,5.75,6750
4162,14.06,16505
5494,7.85,9212
1008,5.04,5916
3213,4.59,5388
5824,7.28,8546
2604,7.44,8733
7800,6,7043
1584,11.48,13476
3672,4.59,5388
4004,5.72,6714
777,3.5,4108
5500,5.5,6456
2063,4.13,4842
19228,13.73,16122
6750,6.75,7923
5698,11,12912
4064,5.25,6163
10500,7.85,9212
1007,5.04,5910
700,7,8217
1205,7.63,8951
7725,7.73,9068
2924,7.7,9033
4691,9.18,10776
1352,6.76,7935
9590,9.81,11515
5740,8.32,9766
7920,5.28,6198
2588,6.47,7595
9777,8.5,9980
8172,10.22,11991
12410,10.79,12667
6667,9.71,11392
2940,4.73,5546
2485,3.27,3838
9028,11.5,13499
54560,57.6,67613
1144,5.61,6585
10301,6.87,8061
2039,9.62,11292
4950,8.25,9684
10500,7.19,8445
63000,42,49301
572,2.86,3357
5940,5.94,6973
6076,8,9391
3827,7.7,9039
8502,8.5,9980
1298,8.22,9643
13734,13.73,16122
10500,8.09,9490
5176,6.47,7595
2652,6.63,7783
5723,6.54,7677
2170,4.34,5094
3500,7.02,8240
7644,5.88,6902
4368,10.92,12818
1025,7.54,8851
1219,6.1,7155
1976,2.47,2899
7188,6.25,7337
2467,6.33,7425
8232,5.88,6902
5886,9.81,11515
990,4.95,5811
10200,10.2,11973
3468,4.34,5089
10500,10.14,11899
7164,7.96,9344
9250,9.25,10858
2338,4.68,5488
3876,4.85,5687
2274,5.83,6843
3139,3.92,4606
6600,16.5,19368
3580,4.59,5388
3662,5.23,6142
4285,7.32,8593
1186,7.8,9156
7325,5.23,6142
6188,8.84,10377
4770,7.95,9332
9000,9,10565
2475,4.95,5811
2310,3.85,4519
19200,24,28172
7325,9.16,10748
10500,13.08,15354
2933,7.43,8716
5748,8.18,9596
2475,4.13,4842
5101,8.5,9980
7437,12.4,14550
9156,13.08,15354
22367,24.85,29172
9653,10.73,12589
8829,9.81,11515
1071,3.57,4191
9800,7.42,8710
3392,4.85,5687
2475,4.13,4842
2120,10.6,12443
7546,15.7,18425
2965,4.3,5042
12960,16.25,19075
1648,5.22,6122
4578,6.54,7677
7096,10.14,11899
7325,5.23,6142
10500,7.85,9212
4704,7.98,9367
6500,6.67,7830
4245,9.63,11298
10500,10.5,12325
2601,8.67,10177
869,6.12,7184
624,4.16,4883
1417,5.98,7020
10500,17.33,20344
2558,8.53,10007
3470,3.47,4073
8273,7.19,8445
5880,3.92,4601
2354,5.89,6909
4134,6.89,8088
6213,12.43,14586
9000,9,10565
688,5.46,6409
2015,4.03,4731
5865,5.87,6885
6240,12.48,14650
2178,4.36,5112
5382,5.98,7020
6765,11.28,13235
1614,8.07,9473
3894,13.52,15870
3035,4.34,5089
1989,9.95,11674
7116,8.25,9684
1962,3.92,4606
2790,5.89,6909
1870,9.35,10975
8040,8.04,9438
4284,5.36,6286
747,4.79,5623
3360,5.6,6574
3994,7.41,8698
7140,10.2,11973
9800,13.73,16122
3752,5.36,6292
1137,3.73,4373
3640,3.64,4273
5167,9.36,10987
4840,6.05,7102
1209,3.92,4606
4500,9,10565
2310,3.3,3874
6370,4.9,5752
7475,6.5,7630
6409,9.16,10748
2417,10.46,12283
34560,23.04,27045
1375,3.42,4015
6890,6.89,8088
5250,5.25,6163
11280,11.28,13241
8175,8.18,9596
11282,9.81,11515
1484,7.42,8710
7063,7.85,9212
3936,5.56,6525
2160,10.8,12677
1248,6.24,7325
1426,9.9,11621
7500,7.5,8804
46800,46.8,54936
1560,3.9,4578
5100,6.38,7483
2295,7.65,8980
10500,8.04,9438
9000,6,7043
2984,3.83,4490
8240,9.16,10748
2495,4.95,5811
1144,2.86,3357
1284,4.94,5799
2120,4.24,4977
2086,4.4,5165
1418,4.73,5546
19620,19.62,23031
2548,3.64,4273
9156,6.54,7677
4536,6.48,7606
5880,9.8,11504
9450,6.75,7923
9307,9.16,10748
7558,9.95,11674
8575,6.13,7190
7848,7.85,9212
7955,19.22,22555
5628,4.02,4719
6405,9.3,10917
6050,12.1,14202
10300.5,6.87,8061
6000,6.72,7888
1224,4.08,4789
807,4.04,4736
2310,3.3,3874
5755,7.19,8445
4284,6.12,7184
2722,6.89,8088
3080,6.16,7231
1219,6.1,7155
4905,4.91,5758
2162,7.02,8240
4090,5.98,7020
7800,13,15260
3795,6.33,7425
1620,8.1,9508
4482,4.98,5846
5559,5.56,6525
9800,7.16,8399
70200,47,55170
13880,13.08,15354
14580,16.2,19016
9810,6.54,7677
3008,7.52,8828
4363,6.22,7295
22367,24.85,29172
945,4.73,5546
4550,3.5,4108
1962,13.08,15354
8798,5.87,6885
7652,5.89,6909
6500,6.5,7630
3924,6.54,7677
1375,6.88,8070
2059,4.4,5165
1210,6.05,7102
7268,4.85,5687
74000,263.67,309506
6500,6.5,7630
1661,11.7,13734
2448,3.3,3874
2839,7.28,8546
5032,6.37,7477
2643,5.29,6204
1453,6.73,7894
6900,6,7043
1007,11.44,13429
4578,4.58,5374
5500,5.5,6456
4936,8.93,10477
3250,3.25,3815
1338,6.73,7894
2795,6.05,7102
2750,5.5,6456
842,2.81,3293
6584,9.41,11040
4200,8.4,9860
7470,7.47,8769
11478,8.83,10364
2195,3.14,3680
2688,6.72,7888
1865,14.81,17379
7194,7.19,8445
2663,4.94,5799
14192,10.14,11899
7200,8,9391
3308,4.98,5846
4576,11.44,13429
2090,5.23,6133
9620,9.62,11292
2793,3.99,4684
3139,7.85,9212
9671,13.23,15530
13780,10.6,12443
1022,7,8217
4080,5.1,5987
2117,5.4,6339
1607,5.36,6286
4025,3.5,4108
3597,3.6,4222
11200,11.2,13147
3061,13.08,15354
9614,6.87,8061
9450,6.75,7923
7380,12.3,14438
12283,14.06,16505
3791,5.42,6356
2563,8.32,9766
5494,9.16,10748
3918,8.48,9954
8280,8.28,9719
1714,4.34,5094
935,4.76,5587
4590,4.68,5488
1484,6.63,7777
636,3.18,3733
36180,36.18,42470
4633,15.05,17660
7056,10.08,11832
9800,10.72,12584
4160,8.32,9766
3223,5.1,5987
2530,12.65,14849
1647,3.71,4355
1920,3.84,4508
3864,6.56,7695
3575,7.15,8393
2722,9.08,10653
3025,6.05,7102
3528,5.04,5916
3630,6.27,7360
2625,3.75,4402
6840,11.4,13382
6500,5,5869
1581,7.91,9279
6213,6.21,7293
832,4.16,4883
17388,12.42,14579
6000,6,7043
4250,6.73,7894
4725,4.73,5546
2573,1.72,2013
7548,9.44,11075
1725,2.07,2430
3894,8.22,9643
7350,5.25,6163
7586,9.48,11132
6435,9,10565
813,6.07,7119
1238,4.13,4842
4830,3.45,4050
9800,16,18781
3869,13.25,15553
5791,11.18,13124
2015,4.03,4731
1590,3.98,4666
3924,6.54,7677
1312,6.56,7700
4970,12.43,14586
25000,25.44,29862
3120,7.8,9156
2482,8.06,9461
937,2.2,2582
35830,35.83,42059
25000,26.75,31400
5445,9.08,10653
7020,7.02,8240
1641,5.55,6509
795,3.98,4666
4025,3.5,4108
5886,3.92,4606
6769,7.52,8828
7308,8.4,9860
18700,18.7,21951
7700,5.5,6456
7438,17.66,20728
6725,6.73,7894
2574,2.86,3357
3990,8.55,10036
1100,5.5,6456
3027,7.42,8710
10987,7.85,9212
3415,9.18,10776
7897,6.87,8061
5382,5.98,7020
4578,6.54,7677
8820,12.6,14790
8250,8.25,9684
4500,5.5,6456
1728,8.64,10142
3080,7.7,9039
1792,4.48,5259
4709,5.89,6909
1121,3.64,4273
2922,6.33,7425
3060,5.1,5987
5390,5.39,6327
7560,7.84,9203
9194,10.22,11991
2747,3.92,4606
12753,9.81,11515
4313,3.75,4402
14913,16.68,19576
1652,3.58,4196
7854,11.22,13170
1100,2.2,2582
4972,6.22,7295
86600,74,86864
5494,9.16,10748
6569,8.16,9579
5232,5.23,6142
6105,11.48,13470
14715,14.72,17273
5198,7.43,8716
1155,5.78,6779
1760,8.8,10330
8750,8.75,10271
3864,9.66,11339
10628,8.18,9596
1155,5.78,6779
1906,4.13,4842
6070,11.12,13051
7587,6.86,8053
3808,9.52,11175
12500,12.5,14673
2142,7.14,8381
1635,3.27,3838
9750,7.5,8804
1980,9,10565
1855,3.71,4355
1462,6.38,7483
1028,4.34,5089
8240,5.89,6909
10628,8.18,9596
3520,4.4,5165
1719,11.77,13818
6053,6.73,7894
15512,17.33,20344
4316,7.19,8445
1540,7.7,9039
4055,10.14,11899
2360,6.05,7102
12996,21.66,25425
7182,11.97,14051
4447,11.12,13051
1358,5.57,6532
6281.88,6.35,7448
9800,10.72,12584
904,2.86,3357
5886,3.92,4606
2784,4.64,5447
5823,6.47,7595
34776,49.68,58316
8649,7.52,8828
5936,7.42,8710
742,5.23,6133
9800,8.09,9490
2602,5.56,6525
1472,9.95,11674
3924,3.92,4606
1500,2.5,2935
5750,5.75,6750
1120,5.6,6574
3795,6.33,7425
7500,5,5869
10025,18.36,21552
4750,4.75,5576
19620,19.62,23031
3829,5.55,6509
4120,5.89,6909
4692,5.87,6885
4284,4.76,5587
1624,8.12,9532
5603,5.56,6525
5559,5.56,6525
3780,5.4,6339
7063,11.77,13818
6272,9.09,10664
958,4.79,5623
13470,15.04,17657
2515,3.73,4373
5145,5.15,6039
1087,4.94,5799
7848,7.85,9212
5834,10.73,12589
2894,7.42,8710
7466,6.75,7923
990,4.95,5811
3226,23.38,27439
48600,48.6,57049
990,6.6,7747
3424,11.73,13763
3892,5.47,6421
3136,11.7,13734
32962,47.09,55274
2835,5.67,6656
1595,7.98,9361
6278,10.46,12283
8160,10.2,11973
2608,3.73,4373
5755,14.39,16889
10600,10.6,12443
7804,8.5,9980
3024,11.12,13051
7182,11.97,14051
8371,10.46,12283
3936,6.56,7700
9720,9.72,11410
6205,8.5,9978
2086,5.22,6122
824,3.12,3662
12753,9.81,11515
7150,5.5,6456
10301,11.45,13435
4972,6.22,7295
6500,6.5,7630
4250,4.25,4989
7848,7.85,9212
5792,12.22,14344
3749,5.36,6286
3570,3.57,4191
3445,6.89,8088
1382,8.75,10265
2015,4.03,4731
1740,3.48,4085
3575,7.15,8393
2688,3.36,3944
3662,5.23,6142
3600,6.25,7337
8468,8.18,9596
3076,3.38,3968
4000,4,4695
57800,63,73952
7848,7.85,9212
7848,5.23,6142
2151,10.2,11973
1650,3.3,3874
4120,5.89,6909
4836,8.06,9461
1650,8.25,9684
50358,35.97,42223
3600,18,21129
1030,4.68,5494
11284,16.12,18922
689,3.45,4044
8033,11.48,13470
5000,5,5869
5630,8.12,9536
1219,6.1,7155
4430,8.67,10177
5042,6.54,7677
4578,4.58,5374
7500,7.5,8804
4530,4.53,5317
4392,10.98,12889
2215,5.83,6843
2170,4.34,5094
6720,6.72,7888
6656,8.32,9766
3512,8.96,10518
5724,9.54,11198
990,4.95,5811
2320,5.8,6808
3630,5.19,6086
10125,6.75,7923
3353,3.73,4373
2579,10.4,12208
4788,5.42,6356
13746,14.72,17273
1129,7.43,8716
10215,10.22,11991
4186,10.46,12283
1248,6.24,7325
859,4.3,5042
3680,7.36,8639
1681,7.47,8769
1860,4.65,5458
10628,8.18,9596
5494,7.85,9212
2570,5.1,5987
1960,3.92,4601
1836,6.12,7184
10301,6.87,8061
7452,12.42,14579
1855,3.71,4355
6783,9.69,11375
3184,4.04,4736
2067,3.45,4044
5824,7.28,8546
9100,7,8217
8536,18.72,21974
5824,7.28,8546
6000,7.5,8804
1787,3.32,3891
10500,10.5,12325
1950,6.5,7630
8370,9.3,10917
7554,10.79,12667
6867,9.81,11515
3250,3.25,3815
9000,9,10565
6000,6,7043
3300,5.5,6456
3123,3.47,4073
4080,5.1,5987
7096,10.14,11899
4253,4.79,5623
7259,10.54,12372
10301,6.87,8061
1485,2.48,2905
1326,6.63,7783
6272,7.84,9203
4690,4.69,5505
4500,4.5,5282
3534,8.84,10371
1836,6.12,7184
9424,13.41,15738
2265,3.28,3850
7650,7.65,8980
3081,15.11,17731
7644,10.46,12283
3180,6.36,7466
9156,9.16,10748
628,4.42,5188
8829,9.81,11515
2145,3.58,4196
5940,6.6,7747
1341,4.47,5247
9984,16.64,19533
932,3.64,4273
16579,12.75,14970
10250,10.25,12032
10202,7.85,9212
6762,9.66,11339
33840,33.84,39723
4709,5.89,6909
699,6.24,7325
5490,5.49,6444
3500,3.5,4108
1860,3.72,4367
733,4.95,5811
62500,225.42,264607
6845,6.75,7923
7897,6.87,8061
2805,4.68,5488
6657,9.58,11245
10032,12.54,14720
616,3.08,3615
1216,8.22,9643
3080,4.4,5165
10202,7.85,9212
2142,3.06,3592
1855,3.71,4355
9614,6.87,8061
2930,5.98,7020
2907,9.69,11375
2402,2.64,3099
3184,3.98,4672
6540,13.08,15354
1829,6.1,7155
10500,9.6,11269
6365,9.36,10987
2618,7.7,9039
6552,11.12,13047
4000,4,4695
1045,7.8,9156
3582,3.98,4672
5280,8.8,10330
2280,3,3522
1100,5.5,6456
5304,6.63,7783
7998.75,6.75,7923
5951,8.5,9980
8978,12.83,15054
3360,5.6,6574
5000,5,5869
9234,10.26,12044
6776,8.47,9942
4970,6.21,7293
1749,8.75,10265
5520,5.52,6480
5297,5.89,6909
1848,9.24,10846
8829,8.83,10364
2968,7.42,8710
6720,8.4,9860
2289,3.27,3838
1144,5.72,6714
3780,7.56,8874
7096,10.14,11899
5966,10.36,12161
5304,13.26,15565
7200,4.8,5634
8829,5.89,6909
10905,9.48,11132
676,5.2,6104
1812,3.02,3545
1144,5.72,6714
7063,7.85,9212
5490,7.52,8828
3410,8.53,10007
7326,5.64,6615
3450,3.45,4050
3840,7.68,9015
5886,6.54,7677
2945,12.48,14650
4365,4.25,4989
10500,8,9391
6840,13.68,16058
6480,4.32,5071
9800,8.58,10066
8175,8.18,9596
1815,4.91,5758
1456,3.64,4273
3143,8.06,9461
907,6.21,7290
6480,6.48,7606
4578,9.38,11011
2880,18.46,21669
4134,6.89,8088
3968,9.92,11644
6270,10.45,12267
10500,7.85,9212
1320,3.3,3874
2943,3.27,3838
2970,4.95,5811
16896,21.12,24792
4950,8.25,9684
4583,3.06,3586
7280,9.1,10682
1530,5.1,5987
1988,3.98,4666
5287.59,4.58,5374
2993,4.28,5018
10987,13.73,16122
636,3.18,3733
2018,6.73,7894
14000,14,16434
2171,3.99,4684
11844,14,16434
9810,9.81,11515
11510,14.39,16889
1390,5.87,6885
4212,3.24,3803
3964,5.72,6714
10464,10.46,12283
1788,4.47,5247
4251,4.25,4990
10050,10.05,11797
3501,5.61,6585
2028,2.6,3052
2204,11.02,12936
1927,13.2,15495
8250,8.25,9684
2059,5.57,6532
4125,4.13,4842
4923,5.47,6421
1625,11.61,13628
1683,8.42,9878
4905,9.81,11515
2290,5.3,6221
5642,8.06,9461
5559,11.12,13051
6533,13.07,15336
995,3.32,3891
3184,3.98,4672
10500,9.16,10748
1530,7.65,8980
4708,8.25,9684
1375,6.88,8070
2523,8.53,10007
9796,22.37,26253
8064,13.44,15776
57600,85.2,100011
6248,4.17,4889
3713,4.13,4842
3984,9.96,11691
12250,7.05,8276
11000,11,12912
1976,4.94,5799
13650,11,12912
2120,5.3,6221
9705,9.71,11392
3924,6.54,7677
1595,7.98,9361
5865,5.87,6885
2310,3.85,4519
3266,6.89,8088
6867,13.73,16122
2754,9.18,10776
2175,4.77,5599
2690,6.73,7894
1815,3.03,3551
2437,5.57,6532
4316,7.19,8445
10500,7.04,8258
13200,33,38737
1124,7.54,8851
3259,7.43,8716
2012,5.23,6133
8085,5.39,6327
9419,7.25,8504
2904,8.8,10330
3582,3.98,4672
91500,183,214813
782,4.95,5811
1118,3.73,4373
1345,6.73,7894
9000,9,10565
3924,7.85,9212
5040,8.4,9860
990,4.95,5811
896,4.48,5259
7500,7.5,8804
6318,7.02,8240
9540,9.54,11198
3218,8.58,10072
5304,8.84,10377
4225,3.25,3815
16905,16.91,19844
855,4.28,5018
2570,4.83,5670
3924,3.92,4606
10300.5,6.87,8061
10500,10.46,12283
1590,7.95,9332
9800,9.8,11504
3924,6.54,7677
1530,5.1,5987
5100,6.38,7483
11280,11.28,13241
3960,6.6,7747
9005,8.1,9508
1890,3.78,4437
4400,5.5,6456
7056,9.5,11151
2132,10.66,12513
1031,4.98,5846
5025,10.05,11797
10987,15.7,18425
936,4.68,5494
15264,19.08,22397
12753,12.75,14970
