,Project Number,Project Cost
85558,156758,19488
85559,148198,30168
85560,127671,24426
85561,159565,26893.5
85562,118601,46086
85563,166970,16000
85564,161929,41300
85565,178894,14784
85566,171439,27858.49
85567,109803,13725
85568,165853,22456
85569,155665,19828.8
85570,114667,17183
85571,154251,24084
85572,160314,24846
85573,162856,50047
85574,163957,30820
85575,112786,13906
85576,155610,33398
85577,168754,11955
85578,114559,40344
85579,177830,35280
85580,162135,21350
85581,163657,40705.2
85582,122215,32845.6
85583,181177,21247.2
85584,153743,17242
85585,118498,26000
85586,164203,38058.8
85587,162421,37381.2
85588,129265,22909.7
85589,171789,34030
85590,119355,15882
85591,142732,17117
85592,158828,36137.5
85593,115764,30600
85594,119153,27171
85595,128196,19531.4
85596,164838,30207.89
85597,170976,33133.65
85598,153607,15176
85599,162929,18352
85600,120905,41272
85601,109760,11982
85602,152693,21720
85603,180246,14700
85604,119587,27676
85605,180540,44563.05
85606,153905,32472
85607,118802,43134
85608,154995,26040
85609,113236,10885.5
85610,109513,27138
85611,110384,60307
85612,172981,53255.09
85613,168479,32149.95
85614,177746,20000
85615,108663,10594.8
85616,127397,11639.8
85617,154999,3700
85618,181259,26330.4
85619,178667,38880
85620,149443,39038.87
85621,157667,12412
85622,158778,22688
85623,112090,18514.38
85624,156383,9643664
85625,166776,32130
85626,109562,622610
85627,122014,18230.4
85628,132642,26000
85629,129193,18205.4
85630,167629,13498
85631,128759,26838
85632,108758,14364
85633,152363,30684
85634,162779,38070
85635,110105,16723.8
85636,160395,18333
85637,171169,23004
85638,120394,34400
85639,120591,34452
85640,125978,21669
85641,165142,23696
85642,120452,29232
85643,140610,27004
85644,108964,62243
85645,167112,29683.1
85646,180655,23539.24
85647,180484,22535.1
85648,173298,36366
85649,110601,21348.5
85650,149765,43650
85651,126067,17127
85652,139102,27865.55
85653,112231,37260
85654,173858,21000
85655,110344,37144.8
85656,128368,38106
85657,126624,19809
85658,120927,22907
85659,118463,36999
85660,156104,19018
85661,162460,22330
85662,174273,25443
85663,119822,18346.25
85664,166273,34612.56
85665,116388,25828
85666,153697,43848
85667,177071,15207.84
85668,159278,41731.2
85669,154812,27137
85670,119827,29876
85671,180067,15180
85672,128634,34150
85673,127873,23070
85674,135094,14453
85675,178658,37000
85676,157761,8252
85677,147055,14898
85678,127351,32666.8
85679,169142,36546.72
85680,159238,14392.8
85681,148715,31081
85682,111206,24908.4
85683,143444,31464.86
85684,126820,17036
85685,127496,28536.79
85686,169153,36632.43
85687,165363,32090.5
85688,117220,57563.19
85689,157146,51572.99
85690,138545,26696.28
85691,180710,26754
85692,149238,20736
85693,170234,17091.39
85694,109651,21317.73
85695,161657,35686.8
85696,110663,36450
85697,120860,60879
85698,175432,23082.57
85699,153245,24382
85700,166852,35749.13
85701,167655,55756
85702,114775,75757.5
85703,160126,47310
85704,177061,74074
85705,167364,32257
85706,158097,25195.5
85707,161511,24825.6
85708,143403,58320
85709,154546,33976.8
85710,179273,46335.95
85711,160783,17070.2
85712,117509,11949.3
85713,128348,29972
85714,114020,24199
85715,154128,32972.8
85716,139883,23275
85717,166608,15177.3
85718,157830,51196
85719,179277,16589.33
85720,155982,101268
85721,121387,56988
85722,158353,23256
85723,133560,20736
85724,111133,22152
85725,110707,28690
85726,179790,45727.75
85727,155914,44898.92
85728,152060,18000
85729,166441,30426
85730,157283,22780
85731,169541,19879
85732,166152,18180
85733,161275,27776
85734,157849,36666
85735,162006,12402
85736,111635,11739.15
85737,163841,36540
85738,181187,14453.4
85739,122558,38383
85740,119405,27450
85741,148236,40278.3
85742,168323,19670
85743,127001,28409
85744,119710,55380
85745,160939,29073.6
85746,155092,34697
85747,172591,11427
85748,143924,21924
85749,117783,25239
85750,176408,27612.2
85751,112121,50826.72
85752,179334,25056
85753,165889,25266
85754,171095,27137.7
85755,122002,24780
85756,163390,28894.43
85757,177186,25038
85758,156236,116500
85759,108829,13365.36
85760,164563,35430.4
85761,160405,20794
85762,113586,27060
85763,109392,21915
85764,127162,31183.2
85765,158311,23540
85766,153286,26120.64
85767,128774,27656
85768,120699,72000
85769,158387,26927
85770,113216,13352
85771,121065,18232
85772,168804,14040
85773,133800,21958
85774,151472,28214
85775,116895,13388
85776,116251,33393
85777,133775,15036.5
85778,113045,33930
85779,111510,19435
85780,146398,19905
85781,153803,20653.35
85782,174050,29230
85783,137862,14784
85784,179770,23202
85785,175056,23961
85786,119452,33548
85787,176353,38490.4
85788,168144,19401.6
85789,175690,40270
85790,144144,53435
85791,129245,24293
85792,156428,56515
85793,175813,45015.4
85794,180171,22300
85795,144083,21577.5
85796,172720,41580
85797,116062,27144
85798,159665,40000
85799,150131,22353
85800,178860,23284.8
85801,158521,28467
85802,142768,220000
85803,111668,10947
85804,156546,47772.25
85805,135154,57345.4
85806,128932,19704.4
85807,113694,27873
85808,164725,14353.2
85809,180426,38738
85810,173845,26074
85811,163231,17149
85812,176183,26460
85813,159772,12504
85814,171828,32626.8
85815,179651,34048
85816,129125,32587.15
85817,147757,19595.45
85818,127272,498171.11
85819,156699,33987
85820,180078,31708.8
85821,161234,15086.4
85822,158417,20838
85823,130204,35217
85824,128826,25162.5
85825,160242,22000
85826,176469,28838.86
85827,162499,38317.41
85828,153223,16177.07
85829,159165,26073.81
85830,110107,27520
85831,122639,28673
85832,169657,25920
85833,115855,37277.5
85834,135549,18200
85835,167563,12052
85836,179402,62648.93
85837,171962,11998
85838,129050,28053.8
85839,154406,30636
85840,119876,38979
85841,148639,40007.63
85842,160425,14000
85843,179394,20108.98
85844,153972,31598.8
85845,114116,11070
85846,170571,273261.63
85847,154940,39060
85848,115520,19305
85849,179956,50803
85850,114929,69054
85851,149919,25977
85852,166282,24525.7
85853,116004,28500
85854,154604,30780
85855,168271,23122
85856,155505,32166
85857,165412,34965
85858,161036,46365
85859,134496,42400.8
85860,164884,34164.9
85861,152711,24360
85862,115147,19383
85863,180778,24982.8
85864,167180,17518
85865,133601,36514.8
85866,176553,12700
85867,167538,25626.6
85868,164640,48000.96
85869,174228,30537
85870,122976,20882.3
85871,177634,25730
85872,126750,19890
85873,118045,43464.8
85874,109474,30640
85875,110050,17584
85876,167634,17640
85877,113593,27340
85878,110676,12317
85879,153196,32722
85880,140328,15462.4
85881,121595,30205
85882,148280,34775
85883,181160,27808.5
85884,116473,40575
85885,116644,47521.5
85886,127328,38382.6
85887,161363,19290
85888,116675,28392
85889,118991,20880
85890,117763,31058.39
85891,128425,21830
85892,152782,9150
85893,159213,24116.4
85894,159805,41452.36
85895,135028,23424
85896,174550,28080
85897,176959,50870
85898,158757,21902.4
85899,179140,49005
85900,166413,23235.52
85901,108914,33350
85902,152250,27700.05
85903,157861,49122
85904,153404,22302
85905,175112,49176
85906,135136,46512
85907,115983,51226.5
85908,112769,26290
85909,122761,22772
85910,163162,23121
85911,114986,5308
85912,173621,26400
85913,123068,14514.72
85914,117290,29376
85915,117696,43105
85916,126598,58764
85917,118147,13800
85918,162804,20980
85919,174536,23405
85920,117812,19024
85921,122882,14632
85922,165810,45039
85923,115089,17442
85924,160600,11260.48
85925,174241,30000
85926,118444,29764
85927,111348,21643.2
85928,131042,24266.62
85929,115401,22636.6
85930,180631,31450
85931,159318,23356
85932,160604,16200
85933,174810,37000
85934,116947,61876.5
85935,148919,42745.5
85936,115902,59083.63
85937,120775,34500
85938,125858,57153.6
85939,170814,16791.6
85940,118112,19798
85941,175527,27820.8
85942,156913,24783.8
85943,130171,27392
85944,128729,23891
85945,115746,37800
85946,114638,25641
85947,161071,17775
85948,149178,21870
85949,172056,20448
85950,168948,18799.2
85951,161578,12583
85952,129072,14126
85953,175249,28642.8
85954,120257,17122.89
85955,177466,29718
85956,161802,20682.45
85957,153558,36180
85958,181648,8224
85959,170297,21615
85960,128466,28811
85961,167268,36451.35
85962,179427,32391.45
85963,144670,30250
85964,170372,26000
85965,159427,13209.9
85966,153500,22865.55
85967,121747,33977
85968,174366,32705
85969,112653,28990
85970,114975,42571
85971,163549,17064
85972,165279,32150
85973,111645,27347
85974,172019,19430.4
85975,155948,40388
85976,175870,28676.4
85977,118903,17052
85978,169438,21038.4
85979,112728,17809.65
85980,121222,47100
85981,171077,21200
85982,179676,20101
85983,162397,25159.78
85984,147142,46280
85985,113068,30258.1
85986,180966,41055.15
85987,164530,49653
85988,160573,22620
85989,181213,38364.91
85990,157437,19823.2
85991,158839,22524
85992,160814,46368
85993,113482,44128.8
85994,117150,19600
85995,129379,30096
85996,117852,23751
85997,155926,12630.3
85998,151111,9333.35
85999,154686,61491.87
86000,128865,10819.1
86001,117569,44928
86002,180856,29344
86003,174447,29033
86004,109919,15751
86005,121450,31818
86006,162199,16012.5
86007,162406,67449
86008,117935,32616
86009,180156,34992
86010,128430,27545
86011,176841,25620
86012,116550,23805.75
86013,158203,17532
86014,176257,8829.6
86015,219605,33607.2
86016,117029,51500
86017,113815,43155
86018,168680,21077
86019,163077,30459.3
86020,115489,24084
86021,114956,28388
86022,151042,33792
86023,174724,25482
86024,162873,28593
86025,112039,18000
86026,170928,32840
86027,164366,27154
86028,167945,20216
86029,162934,23327.7
86030,119703,14397
86031,112273,22267
86032,172360,20748
86033,113284,17578
86034,171356,21976.5
86035,175973,19507.77
86036,127726,44120
86037,111982,19980
86038,148444,20094
86039,126975,20731
86040,111458,22024.8
86041,146295,18360
86042,157787,23704
86043,169725,22745
86044,177154,40592.99
86045,135850,20065
86046,180770,43425.14
86047,161478,20231
86048,179739,43774.15
86049,138435,21980
86050,112851,39612
86051,177958,26098
86052,176939,42458
86053,153295,26796
86054,159636,6966
86055,144629,35852.4
86056,157886,24828
86057,117605,36252
86058,121916,39168
86059,159619,49140
86060,146222,20020
86061,175352,3800449
86062,152832,25442.24
86063,172189,31320
86064,117088,17539.2
86065,162318,22808.52
86066,136048,21856.1
86067,121348,37763
86068,156884,10030
86069,118036,32306.15
86070,169085,34171.5
86071,111701,25510
86072,137625,31080
86073,157652,34997.76
86074,156473,27900
86075,113707,16738
86076,122709,22726
86077,117470,31463
86078,155820,22053.24
86079,118195,12000
86080,148379,20677.2
86081,164658,24562.18
86082,122505,52416
86083,170149,1275120
86084,149728,15346
86085,152538,27885
86086,116516,27411
86087,179194,30222
86088,163477,20174
86089,180481,150134.08
86090,147745,25953
86091,112582,9586.24
86092,120950,48053
86093,143297,26865.2
86094,111589,15483
86095,157333,47275
86096,150238,13398
86097,112641,28162
86098,112266,51275
86099,180354,65520
86100,160379,30127
86101,117430,52719
86102,172496,24487
86103,114297,18897
86104,117591,29862
86105,122062,31183.2
86106,158176,15033.6
86107,160737,35670
86108,167757,19979
86109,172485,35263
86110,126808,37902.2
86111,128734,27886
86112,158738,16847
86113,156283,16131.15
86114,154390,41055
86115,171524,13713.08
86116,128441,29232
86117,178015,28641.6
86118,113749,31687.5
86119,114472,27851
86120,143539,17879.2
86121,156023,14580
86122,116596,12600
86123,176684,31276.8
86124,148112,26168
86125,166645,15500
86126,113381,34000
86127,126764,26000
86128,139189,40222.8
86129,173974,37014
86130,126899,21841
86131,164813,19761.9
86132,177420,12333
86133,170435,18125
86134,159571,29808
86135,177613,18870.45
86136,109795,43416
86137,109612,200378
86138,112943,11859
86139,168178,21462
86140,163327,24640
86141,148604,116250
86142,167842,27724
86143,111879,21682.5
86144,110003,23390
86145,177229,34858.8
86146,159999,17060
86147,176875,17172
86148,128319,22440
86149,152406,34832.4
86150,135685,26784
86151,149434,42889.33
86152,134985,14175
86153,163774,10924
86154,177807,18113.8
86155,127414,39216
86156,179899,63007.2
86157,114438,39804
86158,128710,14101.9
86159,153846,52628.4
86160,181302,31050
86161,167279,14256
86162,157757,24705
86163,179753,111354.8
86164,128851,23625
86165,113121,43452
86166,108696,105000
86167,156520,379803.6
86168,131296,25016.5
86169,156905,165500
86170,114735,20064
86171,116138,51828
86172,172143,24975.83
86173,108723,27871.2
86174,159249,29512.5
86175,113275,24859.14
86176,110913,41231
86177,178579,37444
86178,116186,71550
86179,109204,60912
86180,130109,34774
86181,159064,16000
86182,170733,22066
86183,171386,75350
86184,160547,28188
86185,169031,14705
86186,174935,17755
86187,118831,34521.6
86188,133864,20884.5
86189,114254,30546
86190,126307,32424
86191,142711,33739.2
86192,115047,26971
86193,173074,11494
86194,111688,26866.8
86195,153635,20520
86196,139759,188665
86197,110767,18668
86198,114707,31731
86199,156312,12006
86200,167212,25131
86201,162574,23032
86202,177048,34663.76
86203,179074,20498.4
86204,169006,17766.08
86205,175287,16019
86206,159847,29392.8
86207,110163,43383.75
86208,153159,31464
86209,155844,11775
86210,138341,21251
86211,114191,14070
86212,165634,25200
86213,166449,36014.34
86214,120965,13266
86215,180944,17460
86216,161220,11961
86217,109782,15983
86218,108785,44304
86219,174288,18868
86220,159152,48945.22
86221,121500,23783
86222,170641,26130
86223,149803,28641.6
86224,166326,40456
86225,178176,19185.7
86226,118634,41106
86227,126670,15617
86228,123035,42158.98
86229,159493,31571
86230,131786,607716
86231,121548,26054
86232,160084,24897.6
86233,171583,23730
86234,165583,8787.81
86235,127138,250
86236,122591,14207.1
86237,123249,19646.2
86238,158185,26066
86239,110306,22894.12
86240,163436,34674
86241,119611,27285.3
86242,109069,22226
86243,177076,8684
86244,119031,26999
86245,119597,35568
86246,109332,53784
86247,158957,56888.05
86248,110254,13125
86249,153426,43740
86250,111289,40344
86251,163908,24420
86252,120067,23293
86253,125993,25506
86254,122175,23184
86255,134345,25390
86256,111000,24630
86257,160882,29315
86258,180833,8999.4
86259,178388,29400.57
86260,118564,26943.4
86261,154661,26143.65
86262,127989,32292
86263,152904,17904
86264,127062,15525
86265,177541,23036.78
86266,177338,16066
86267,117612,12501
86268,180035,15600
86269,167872,32451.61
86270,164386,64152
86271,119372,20500
86272,168418,144000
