Project Cost,Contractor,Project Status
10000,LEVEL SOLAR,Complete
26626,VIVINT SOLAR,Complete
27727,Hudson Valley Clean Energy,Complete
40691,ALLIED BUILDING PRODUCT CORP,Complete
44642,,Complete
25987.5,ASTRUM SOLAR INC,Complete
51250,"VISIGOTH SOLAR 1, LLC",Complete
31500,"SUNRUN, INC",Complete
18098,REVCO ELECTRICAL SUPPLY,Complete
22409.6,YOU SAVE GREEN INC,Complete
49858,WESCO DISTRIBUTION INC,Complete
23337,VIVINT SOLAR,Complete
42019,SUNPOWER REBATE PROGRAM,Complete
28512,SHARP ELECTRONICS CORP.,Complete
35424,JOYCE MILILLO,Complete
31600,,Complete
58700,,Complete
64153,,Complete
35000,EASTERN ENERGY SYSTEMS INC,Complete
31136,MERCURY SOLAR SYSTEMS,Complete
42697,VIVINT SOLAR,Complete
53636,SUNWIZE TECHNOLOGIES,Complete
33480,,Complete
39200,"SolarHouse 1, LLC",Complete
27725,SUNPOWER REBATE PROGRAM,Complete
54000,,Complete
28358,EMPOWER CES LLC,Complete
21812.5,,Complete
30832,YOU SAVE GREEN INC,Complete
15818.66,"SUNRUN, INC",Complete
16065,"ETM Solar Works, Inc.",Complete
64045,VIVINT SOLAR,Complete
25436,VIVINT SOLAR,Complete
30000,"Earthsponse, LLC",Complete
41595,,Complete
32200,"BLUE SKIES SOLAR,LLC",Complete
225642,SUNPOWER REBATE PROGRAM,Complete
39690,,Complete
16813.3,,Complete
57948,MAJESTIC SON & SONS INC.,Complete
66937,VIVINT SOLAR,Complete
56065.73,"Renovus Energy, Inc",Complete
55770.1,,Complete
33185,SUNPOWER REBATE PROGRAM,Complete
166768.1,AeonSolar,Complete
19125,"ETM Solar Works, Inc.",Complete
22230,,Complete
36580,,Complete
43178,SUNPOWER REBATE PROGRAM,Complete
44178,VIVINT SOLAR,Complete
52734,LONG ISLAND POWER SOLUTIONS,Complete
47570,"Solar Design Associates, Inc.",Complete
20462.3,SUNRISE ELECTRICAL SERVICES,Complete
32361,"groSolar (Global Resource Options, Inc.)",Complete
42500,,Complete
289036,NATIONAL GRID ENERGY MANAGEMENT LLC,Complete
38000,,Complete
,,Complete
20511,VIVINT SOLAR,Complete
33468,VIVINT SOLAR,Complete
24623,"SUNPOWER CAPITAL, LLC c/o RESIDENTIAL LEASING",Complete
,,Complete
2990,VIVINT SOLAR,Complete
43802,SUNPOWER CAPITAL LLC,Complete
37887.5,NRG Residential Solar Solutions,Complete
49335,ACCORD POWER INC,Complete
45994,SUNPOWER REBATE PROGRAM,Complete
196643,ISI Solar,Complete
44584,HORIZON SOLAR,Complete
36897.2,,Complete
24400,JOJO ELECTRIC DBA OWENS ELECTRIC,Complete
283500,,Complete
105000,,Complete
72000,,Complete
24877.6,SUN ENERGY INC,Complete
55673,VIVINT SOLAR,Complete
28902,INNOVATED ENERGY SOLUTIONS,Complete
25919,MERCURY SOLAR SYSTEMS,Complete
13957.1,,Complete
45000,EASTERN ENERGY SYSTEMS INC,Complete
67172,SUNPOWER REBATE PROGRAM,Complete
40000,"VISIGOTH SOLAR 1, LLC",Complete
20218,EMPOWER CES LLC,Complete
33075,"SOLAR INTEGRATED FUND I, LLC",Complete
55000,,Complete
44064,TRINITY SOLAR,Complete
24000,SUNPOWER REBATE PROGRAM,Complete
63000,SUNPOWER REBATE PROGRAM,Complete
27340,"Earthsponse, LLC",Complete
112802,EMPOWER CES LLC,Complete
31152,,Complete
42299,VIVINT SOLAR,Complete
23940,"Earthsponse, LLC",Complete
23925,"SUNRUN, INC",Complete
49816,SUNWIZE TECHNOLOGIES,Complete
47912,SUNWIZE TECHNOLOGIES,Complete
24906,VIVINT SOLAR,Complete
33480,JOYCE MILILLO,Complete
45517,VIVINT SOLAR,Complete
41501,VIVINT SOLAR,Complete
108355,SUNPOWER REBATE PROGRAM,Complete
50996,SUNRISE ENERGY CONCEPTS INC,Complete
39000,"SUNRUN, INC",Complete
38555,GREENLOGIC LLC,Complete
29172,VIVINT SOLAR,Complete
12993.75,"Solar Liberty Energy Systems, Inc.",Complete
,,Complete
51537,VIVINT SOLAR,Complete
47743.44,"GO SOLAR GRID TIE SYSTEMS, INC.",Complete
37606,GREENLOGIC LLC,Complete
46518.8,Hudson Valley Clean Energy,Complete
53550,VIVINT SOLAR,Complete
38395,Hudson Valley Clean Energy,Complete
19600,Mound Solar Owner VIII LLC,Complete
29700,SUNPOWER REBATE PROGRAM,Complete
18789,SUNWIZE TECHNOLOGIES,Complete
64178,VIVINT SOLAR,Complete
42400,Mound Solar Owner VIII LLC,Complete
21840,"ETM Solar Works, Inc.",Complete
11089.3,MAJESTIC SON & SONS INC.,Complete
82320,,Complete
94693,ELDOR CONTRACTING CORP,Complete
21275,"Finger Lakes Renewable Energy, LLC",Complete
45150,,Complete
27983,SUNPOWER REBATE PROGRAM,Complete
67766,SUNPOWER REBATE PROGRAM,Complete
52300,"SUNPOWER CAPITAL, LLC c/o RESIDENTIAL LEASING",Complete
20116,JOYCE MILILLO,Complete
44844,VIVINT SOLAR,Complete
27820.8,"Renovus Energy, Inc",Complete
22560,EMPIRE CLEAN ENERGY SUPPLY,Complete
38092,VIVINT SOLAR,Complete
,,Complete
61724,"Finger Lakes Renewable Energy, LLC",Complete
43800,,Complete
15840,"SUNRUN, INC",Complete
70500,,Complete
67312.5,,Complete
411264,"groSolar (Global Resource Options, Inc.)",Complete
171931,ELDOR CONTRACTING CORP,Complete
44400,AeonSolar,Complete
3500,,Complete
70000,,Complete
49500,,Complete
47300,COOPER ELECTRIC,Complete
32000,WESCO DISTRIBUTION INC,Complete
37950,FJC,Complete
40814,SUNPOWER REBATE PROGRAM,Complete
40950,,Complete
45126,"ETM Solar Works, Inc.",Complete
30000,LEVEL SOLAR,Complete
42725,,Complete
33539,ALLIED BUILDING PRODUCT CORP,Complete
31000,Triangle Electrical Systems,Complete
344229,"Solar Energy Systems, LLC",Complete
20400,,Complete
31500,MERCURY SOLAR SYSTEMS,Complete
37961,,Complete
76285,,Complete
71675,,Complete
52809,,Complete
19380,WESCO DISTRIBUTION INC,Complete
50100,"SUNBURN SOLAR, INC.",Complete
37284,SUNPOWER REBATE PROGRAM,Complete
48610,SUNPOWER REBATE PROGRAM,Complete
47992.5,LONG ISLAND POWER SOLUTIONS,Complete
,,Complete
35000,,Complete
225838.08,MERCURY SOLAR SYSTEMS,Complete
25000,,Complete
18742.5,"MOUND SOLAR OWNER V, LLC",Complete
66231,,Complete
65000,,Complete
41184.5,HARVEST POWER,Complete
47145,"Renovus Energy, Inc",Complete
45000,NEW GENERATION ENERGY & ENVIRONM,Complete
50000,SUNPOWER CAPITAL LLC,Complete
19500,PATRIOT ENERGY SOLUTIONS,Complete
71845,,Complete
20000,SUNPOWER REBATE PROGRAM,Complete
40000,ELDOR CONTRACTING CORP,Complete
30467.3,,Complete
183591.8,"altPower, Inc.",Complete
30868,COOPER FRIEDMAN ELECTRIC SUPPLY CO IINC,Complete
21285,"SUNRUN, INC",Complete
58500,,Complete
45968,,Complete
37070,SUNWIZE TECHNOLOGIES,Complete
78297,,Complete
123649,SUNPOWER REBATE PROGRAM,Complete
33547,VIVINT SOLAR,Complete
31775,"SUNRUN, INC",Complete
39994,SUNPOWER REBATE PROGRAM,Complete
35199,,Complete
16065,VIVINT SOLAR,Complete
61500,,Complete
53768,JOYCE MILILLO,Complete
29172,VIVINT SOLAR,Complete
52063,ASTRUM SOLAR INC,Complete
45000,solar house II llc,Complete
46640,COOPER FRIEDMAN ELECTRIC SUPPLY CO IINC,Complete
54000,A&B HOME IMPROVEMENT CO,Complete
32264.4,SUNPOWER REBATE PROGRAM,Complete
46144,,Complete
16065,VIVINT SOLAR,Complete
31588,"ETM Solar Works, Inc.",Complete
49290,,Complete
37406.25,BUILT WELL SOLAR,Complete
311430,"Solar Energy Systems, LLC",Complete
22050,SOLARCITY CORPORATION,Complete
20000,ENERGY BY CHOICE LTD,Complete
30030,VIVINT SOLAR,Complete
72000,,Complete
26830,SUN ENERGY INC,Complete
37260,INNOVATED ENERGY SOLUTIONS,Complete
64680,,Complete
39894,GREENLOGIC LLC,Complete
24796,VIVINT SOLAR,Complete
44100,"MOUND SOLAR OWNER V, LLC",Complete
37642,SUNATION SOLAR SYSTEMS INC.,Complete
33750,SOLARCITY CORPORATION,Complete
53000,SUNPOWER REBATE PROGRAM,Complete
26950,SOLARCITY CORPORATION,Complete
56000,"solar Intergrated fund II, llc",Complete
75580,,Complete
40357.95,"Great Brook Solar NRG, LLC",Complete
49533,VIVINT SOLAR,Complete
32138,Hudson Valley Clean Energy,Complete
14364,"Earthsponse, LLC",Complete
40320,,Complete
28208,"Finger Lakes Renewable Energy, LLC",Complete
40162,VIVINT SOLAR,Complete
42965,"ETM Solar Works, Inc.",Complete
30100,"SUNRUN, INC",Complete
34830,,Complete
11710,SUNATION SOLAR SYSTEMS INC.,Complete
50980,,Complete
68422,SUNPOWER CAPITAL LLC,Complete
86919,VIVINT SOLAR,Complete
129031.4,"ETM Solar Works, Inc.",Complete
53037.6,SUNPOWER REBATE PROGRAM,Complete
46800,,Complete
75750,,Complete
32900,"SUNRUN, INC",Complete
30630,VIVINT SOLAR,Complete
18375,"SolarHouse 1, LLC",Complete
89340,Hudson Valley Clean Energy,Complete
,,Complete
52734,JOYCE MILILLO,Complete
24816.6,JOSEPH MILILLO,Complete
52685.13,"Sunnyside Solar, Inc.",Complete
40000,"solar Intergrated fund II, llc",Complete
30767,VIVINT SOLAR,Complete
49592,VIVINT SOLAR,Complete
42000,"LOUIS SOLAR I, LLC",Complete
53276,GREENLOGIC LLC,Complete
23294,Hudson Valley Clean Energy,Complete
26675,"ROOF DIAGNOSTICS SOLAR & ELECTRIC OF NY., LLC",Complete
29988,"MOUND SOLAR OWNER V, LLC",Complete
32250,"SUNRUN, INC",Complete
45525,ENERGY BY CHOICE LTD,Complete
36108.8,SUNWIZE TECHNOLOGIES,Complete
23884,"Renovus Energy, Inc",Complete
35006,VIVINT SOLAR,Complete
65000,,Complete
23940,"Renovus Energy, Inc",Complete
24095,MERCURY SOLAR SYSTEMS,Complete
73844,,Complete
31227,"Alteris RPS, LLC",Complete
40800,,Complete
18360,"groSolar (Global Resource Options, Inc.)",Complete
64848,GREENLOGIC LLC,Complete
41257.98,"Great Brook Solar NRG, LLC",Complete
18893,Hudson Valley Clean Energy,Complete
55600,SUNPOWER REBATE PROGRAM,Complete
30855,EMPOWER CES LLC,Complete
75000,,Complete
14161.92,MAJESTIC SON & SONS INC.,Complete
16115,"Renovus Energy, Inc",Complete
37500,SUNWIZE TECHNOLOGIES,Complete
63990,,Complete
41105,SUNPOWER REBATE PROGRAM,Complete
43600,SOLARWINDEPENDENCE,Complete
45303,,Complete
37358,,Complete
62900,,Complete
38900,,Complete
30958.2,NRG Residential Solar Solutions,Complete
40000,ENERGY BY CHOICE LTD,Complete
32232,VIVINT SOLAR,Complete
52480,,Complete
10120,TRINITY SOLAR,Complete
58500,,Complete
50000,SUNPOWER REBATE PROGRAM,Complete
42299,VIVINT SOLAR,Complete
41615,Hudson Valley Clean Energy,Complete
23756.25,SUNRISE ENERGY CONCEPTS INC,Complete
368049.2,"Sunnyside Solar, Inc.",Complete
71300,,Complete
52479,"SolarHouse 1, LLC",Complete
27850,SUNPOWER REBATE PROGRAM,Complete
285000,NATIONAL GRID ENERGY MANAGEMENT LLC,Complete
37042,GREENLOGIC LLC,Complete
73277,,Complete
20420,VIVINT SOLAR,Complete
42840,VIVINT SOLAR,Complete
32062,COOPER ELECTRIC,Complete
41760,SUNWIZE TECHNOLOGIES,Complete
59130,,Complete
27216,INNOVATED ENERGY SOLUTIONS,Complete
42542.75,"Renovus Energy, Inc",Complete
17500,"LOUIS SOLAR I, LLC",Complete
12250,Mound Solar Owner VIII LLC,Complete
44100,,Complete
71124,,Complete
46541,SUNPOWER REBATE PROGRAM,Complete
17843,,Complete
67375,Mound Solar Owner VIII LLC,Complete
38160,INNOVATED ENERGY SOLUTIONS,Complete
40950,VIVINT SOLAR,Complete
36627,VIVINT SOLAR,Complete
54000,QUAD STATE SOLAR,Complete
61534,VIVINT SOLAR,Complete
34020,R & B QUALITY ELECTRIC,Complete
18000,"SUNRUN, INC",Complete
37975,"SolarHouse 1, LLC",Complete
46439,SUNPOWER REBATE PROGRAM,Complete
38743,Triangle Electrical Systems,Complete
18400,"SUNRUN, INC",Complete
32232,VIVINT SOLAR,Complete
57140,,Complete
29503,,Complete
45469,T-KAR Smart Energy Systems Electric and Construction Inc.,Complete
80134,"Solar & Wind FX, Inc.",Complete
59695,SUNPOWER REBATE PROGRAM,Complete
48121,,Complete
,,Complete
52800,,Complete
21493.7,,Complete
34300,"MOUND SOLAR OWNER V, LLC",Complete
44178,VIVINT SOLAR,Complete
43443,VIVINT SOLAR,Complete
44100,,Complete
64500,COOPER FRIEDMAN ELECTRIC SUPPLY CO IINC,Complete
77500,,Complete
53200,KPS SOLAR Inc.,Complete
30240,,Complete
27025,"SUNRUN, INC",Complete
25000,"SOLAR INTEGRATED FUND I, LLC",Complete
,,Complete
38823,VIVINT SOLAR,Complete
35100,,Complete
30324,JOYCE MILILLO,Complete
27090,HARVEST POWER,Complete
582635,JOHNSON CONTROL INC,Complete
62920,VIVINT SOLAR,Complete
18375,"SolarHouse 1, LLC",Complete
33762.5,TRINITY SOLAR,Complete
38445,SUNWIZE TECHNOLOGIES,Complete
17500,"VISIGOTH SOLAR 1, LLC",Complete
30630,VIVINT SOLAR,Complete
29997,Mercury Solar,Complete
47150,,Complete
27908,"AMERICAN SOLAR PARTNERS, LLC",Complete
40218.75,ALLIED BUILDING PRODUCT CORP,Complete
52736,SUNPOWER REBATE PROGRAM,Complete
29190,,Complete
60500,,Complete
43062,INNOVATED ENERGY SOLUTIONS,Complete
24990,"SolarHouse 1, LLC",Complete
55080.4,"SUNPOWER CAPITAL, LLC c/o RESIDENTIAL LEASING",Complete
26250,SOLARCITY CORPORATION,Complete
48195,VIVINT SOLAR,Complete
15000,,Complete
38610,VIVINT SOLAR,Complete
68040,,Complete
32500,SUNPOWER REBATE PROGRAM,Complete
30791,VIVINT SOLAR,Complete
49813,VIVINT SOLAR,Complete
20341,WESCO DISTRIBUTION INC,Complete
60243,VIVINT SOLAR,Complete
38183,SUNPOWER REBATE PROGRAM,Complete
21615.04,"AMERICAN SOLAR PARTNERS, LLC",Complete
12495,ALLIED BUILDING PRODUCT CORP,Complete
53294,,Complete
47800,"SUNPOWER CAPITAL, LLC c/o RESIDENTIAL LEASING",Complete
51700,ACCORD POWER INC,Complete
27216,"Earthsponse, LLC",Complete
40425,GS DIRECT LLC,Complete
38880,BEST ENERGY POWER,Complete
51139,SUNPOWER CAPITAL LLC,Complete
37000,,Complete
53533,,Complete
57478,UR SOLAR POWER LLC,Complete
27924,FJC,Complete
26500,,Complete
38000,COOPER FRIEDMAN ELECTRIC SUPPLY CO IINC,Complete
52970,,Complete
41677,SUNPOWER REBATE PROGRAM,Complete
60635,SUNPOWER REBATE PROGRAM,Complete
199985,Hudson Valley Clean Energy,Complete
11510,"ETM Solar Works, Inc.",Complete
46654,,Complete
22324,COOPER FRIEDMAN ELECTRIC SUPPLY CO IINC,Complete
18252,LONG ISLAND POWER SOLUTIONS,Complete
94766,"ETM Solar Works, Inc.",Complete
57375,LEVEL SOLAR,Complete
44958,SUNPOWER REBATE PROGRAM,Complete
36627,VIVINT SOLAR,Complete
40656,,Complete
40162,VIVINT SOLAR,Complete
51060,UR SOLAR POWER LLC,Complete
60777,,Complete
20340,"Alteris RPS, LLC",Complete
26254,VIVINT SOLAR,Complete
68391,Hudson Valley Clean Energy,Complete
46600,,Complete
29452,VIVINT SOLAR,Complete
27836,VIVINT SOLAR,Complete
40300,"Alteris RPS, LLC",Complete
16523.6,"Renovus Energy, Inc",Complete
34184,Triangle Electrical Systems,Complete
54020,,Complete
32031,HARVEST POWER,Complete
21348,VIVINT SOLAR,Complete
65000,,Complete
42154,RH INNOVATION INC,Complete
38096,SUNPOWER REBATE PROGRAM,Complete
39907,LONG ISLAND POWER SOLUTIONS,Complete
3255,SUNPOWER REBATE PROGRAM,Complete
25725,SOLARCITY CORPORATION,Complete
36288,FJC,Complete
63504,,Complete
36631,SUNPOWER REBATE PROGRAM,Complete
63650,,Complete
32821.8,"Renovus Energy, Inc",Complete
54912,SUNPOWER REBATE PROGRAM,Complete
48901,,Complete
54888,VIVINT SOLAR,Complete
53950,,Complete
55267.2,SUNPOWER REBATE PROGRAM,Complete
33250,,Complete
123981,VIVINT SOLAR,Complete
10710,VIVINT SOLAR,Complete
55180,SUNPOWER REBATE PROGRAM,Complete
28230,,Complete
122896,"groSolar (Global Resource Options, Inc.)",Complete
21240,,Complete
56840,,Complete
3000,,Complete
48195,VIVINT SOLAR,Complete
33000,,Complete
40000,,Complete
27500,SOLARCITY CORPORATION,Complete
26371,VIVINT SOLAR,Complete
57540,,Complete
19992,"Mound Solar Owner VI, LLC",Complete
55006,Triangle Electrical Systems,Complete
43725,INNOVATED ENERGY SOLUTIONS,Complete
48750,LEVEL SOLAR,Complete
34835,WESCO DISTRIBUTION INC,Complete
44685,,Complete
39423,,Complete
66650,,Complete
22400,"CASTELLO SOLAR I, LLC",Complete
,,Complete
29025,"SUNRUN, INC",Complete
42981,Hudson Valley Clean Energy,Complete
33514.2,JOYCE MILILLO,Complete
46200,,Complete
49334,SUNPOWER REBATE PROGRAM,Complete
68915.1,,Complete
40644,SUNPOWER REBATE PROGRAM,Complete
40235,,Complete
72930,VIVINT SOLAR,Complete
40007,SUNPOWER REBATE PROGRAM,Complete
34481,SUNSTREAM USA,Complete
39000,,Complete
176684,SUNPOWER REBATE PROGRAM,Complete
38209,,Complete
31758,COOPER FRIEDMAN ELECTRIC SUPPLY CO IINC,Complete
51408,"MONTE ROSA SOLAR, LLC",Complete
73000,,Complete
45392,,Complete
50289,SUNPOWER REBATE PROGRAM,Complete
53000,SUN ENERGY INC,Complete
30630,VIVINT SOLAR,Complete
13040,"SUNRUN, INC",Complete
45000,REXEL ENERGY SOLUTIONS,Complete
65370.75,Quad State Solar,Complete
77219,SUNPOWER CAPITAL LLC,Complete
,,Complete
34593.5,WESCO DISTRIBUTION INC,Complete
41000,,Complete
31120,"Renovus Energy, Inc",Complete
42483,"BLUE SKIES SOLAR,LLC",Complete
40000,,Complete
29172,VIVINT SOLAR,Complete
21000,TRINITY SOLAR,Complete
29655,SUNPOWER CAPITAL LLC,Complete
25806,SUNWIZE TECHNOLOGIES,Complete
36525,SUNPOWER REBATE PROGRAM,Complete
37923,VIVINT SOLAR,Complete
32517,ENERGY BY CHOICE LTD,Complete
47250,SUNPOWER REBATE PROGRAM,Complete
24480,"WESCO DISTRIBUTION, INC",Complete
53000,,Complete
53764,SUNPOWER REBATE PROGRAM,Complete
30141,SUNPOWER REBATE PROGRAM,Complete
22093.88,"Renovus Energy, Inc",Complete
144601.4,COOPER FRIEDMAN ELECTRIC SUPPLY CO IINC,Complete
51800,,Complete
38092,VIVINT SOLAR,Complete
56468,SUNPOWER REBATE PROGRAM,Complete
25187.37,"Great Brook Solar NRG, LLC",Complete
82935,,Complete
25895,UR SOLAR POWER LLC,Complete
35162,VIVINT SOLAR,Complete
40765,SUNATION SOLAR SYSTEMS INC.,Complete
14688,"MONTE ROSA SOLAR, LLC",Complete
37345,HARVEST POWER,Complete
43400,"VISIGOTH SOLAR 1, LLC",Complete
33600,,Complete
36645,Hudson Valley Clean Energy,Complete
67264,,Complete
29447.8,"SUNPOWER CAPITAL, LLC c/o RESIDENTIAL LEASING",Complete
81002,,Complete
70324,VIVINT SOLAR,Complete
21200,"SOLAR INTEGRATED FUND I, LLC",Complete
20420,VIVINT SOLAR,Complete
11776,GREENLOGIC LLC,Complete
55200,SUNPOWER REBATE PROGRAM,Complete
88000,"Damiani and Sun, Inc.",Complete
235750,"altPower, Inc.",Complete
37000,Triangle Electrical Systems,Complete
29928,"Earthsponse, LLC",Complete
65000,,Complete
59000,SUNATION SOLAR SYSTEMS INC.,Complete
27361.5,"SUNRUN, INC",Complete
42500,"SUNRUN, INC",Complete
33750,SOLARCITY CORPORATION,Complete
119360,Sun Mountain,Complete
43178,,Complete
21250,SOLARCITY CORPORATION,Complete
31514,LONG ISLAND POWER SOLUTIONS,Complete
45155,Triangle Electrical Systems,Complete
34940,ABEST ENERGY POWER,Complete
21413,SUNWIZE TECHNOLOGIES,Complete
31671,SUNPOWER REBATE PROGRAM,Complete
28000,SOLAR WINDPENDENCE,Complete
18000,,Complete
25436,VIVINT SOLAR,Complete
23625,,Complete
33039,,Complete
27058,SUNPOWER REBATE PROGRAM,Complete
100000,,Complete
65313,,Complete
22950,"ETM Solar Works, Inc.",Complete
29172.06,UR SOLAR POWER LLC,Complete
51072,,Complete
26832,SUNWIZE TECHNOLOGIES,Complete
51850,SUNPOWER REBATE PROGRAM,Complete
32000,,Complete
12000,R & B QUALITY ELECTRIC,Complete
38092,VIVINT SOLAR,Complete
38070,"ETM Solar Works, Inc.",Complete
17172,"SUNRUN, INC",Complete
288053,Hudson Valley Clean Energy,Complete
22963.2,VIVINT SOLAR,Complete
48332,REVCO ELECTRICAL SUPPLY,Complete
35251,SUNPOWER REBATE PROGRAM,Complete
33787,LONG ISLAND POWER SOLUTIONS,Complete
29993,FJC,Complete
42703.5,JOYCE MILILLO,Complete
28329,"ETM Solar Works, Inc.",Complete
70193,,Complete
37923,VIVINT SOLAR,Complete
38337.3,,Complete
37923,VIVINT SOLAR,Complete
30000,EMPIRE CLEAN ENERGY SUPPLY,Complete
35163,FOCUSED ENERGY LLC,Complete
33744,MERCURY SOLAR SYSTEMS,Complete
26750,,Complete
18518.7,"Great Brook Solar NRG, LLC",Complete
19992,SOLARCITY CORPORATION,Complete
37050,"SUNRUN, INC",Complete
40950,,Complete
17600,,Complete
22277,Quixotic Systems LLC,Complete
36146,VIVINT SOLAR,Complete
25587.5,"SUNRUN, INC",Complete
30005,ENERGY BY CHOICE LTD,Complete
32003,GREENLOGIC LLC,Complete
750000,"WIEDERSUM ASSOCIATES, P.C.",Complete
22000,,Complete
52081,SUNPOWER REBATE PROGRAM,Complete
40162,VIVINT SOLAR,Complete
16600,"SUNRUN, INC",Complete
71872,,Complete
29400,SOLARCITY CORPORATION,Complete
32890,VIVINT SOLAR,Complete
31000,,Complete
47500,LEVEL SOLAR,Complete
26400,"SUNRUN, INC",Complete
49265.86,SUNPOWER REBATE PROGRAM,Complete
65350,,Complete
53550,VIVINT SOLAR,Complete
16965,HARVEST POWER,Complete
35194,LONG ISLAND POWER SOLUTIONS,Complete
27268.8,VIVINT SOLAR,Complete
43587,,Complete
41860,,Complete
43777.5,"Renovus Energy, Inc",Complete
19810,,Complete
38341,SUNPOWER REBATE PROGRAM,Complete
69333.33,HARVEST POWER,Complete
28469,EMPIRE CLEAN ENERGY SUPPLY,Complete
55870,Hudson Valley Clean Energy,Complete
17500,"VISIGOTH SOLAR 1, LLC",Complete
47886,SUNPOWER REBATE PROGRAM,Complete
73592,Hudson Valley Clean Energy,Complete
36984,,Complete
278766.9,Mercury Solar,Complete
47384,,Complete
27500,SOLARCITY CORPORATION,Complete
254312,AeonSolar,Complete
39895,SUNPOWER REBATE PROGRAM,Complete
52500,SOLARCITY CORPORATION,Complete
56227,VIVINT SOLAR,Complete
185838,Hudson Valley Clean Energy,Complete
15471,Sun Run Inc,Complete
39008,EMPOWER CES LLC,Complete
29328,,Complete
23700,,Complete
42000,REXEL ENERGY SOLUTIONS,Complete
31100,,Complete
71800,,Complete
40425,SOLARCITY CORPORATION,Complete
,,Complete
43370,RES SYSTEMS INC.,Complete
52498.7,Hudson Valley Clean Energy,Complete
67917,AeonSolar,Complete
23058,GREENLOGIC LLC,Complete
42505.1,,Complete
25761.52,"Renovus Energy, Inc",Complete
34763,SUNWIZE TECHNOLOGIES,Complete
23184,"SUNRUN, INC",Complete
160000,,Complete
59256,,Complete
111127.5,"Renovus Energy, Inc",Complete
50000,EMPOWER CES LLC,Complete
