Project Number,$Incentive
4008-003,20750
2014-642137-Sola,2284.73
2014-649597-Sola,3578.53
2014-660739-Sola,5185.01
2011-414395-Sola,17500
2011-160535-SLPR,10535
2013-539243-Sola,3753.34
2013-530968-Sola,14000
2013-542634-Sola,3936.27
2014-661368-Sola,3546.22
2011-431979-Sola,17500
2011-158959-SLPR,18900
4003-22917,12250
4089-003,21560
4061-114,8400
4089-31591,9923
2013-530270-Sola,8662.5
2010-147285-SLPR,10800
2011-160750-SLPR,18271
2013-533474-Sola,6266.11
2011-157066-SLPR,24048
2014-645373-Sola,6600
2013-625397-Sola,3345.93
2011-157606-SLPR,8550
2011-422309-Sola,17500
2014-638473-Sola,3340.9
2011-160638-SLPR,33233.9
2014-662842-Sola,3509.12
2012-475253-Sola,8011.5
4054-19247,8750
2013-625314-Sola,2691.58
4040-005,20510
2011-160553-SLPR,25760
2013-540698-Sola,2482.78
4042-24899,12250
2011-158097-SLPR,37500
2011-160165-SLPR,25200
2014-660945-Sola,3145.27
2011-158738-SLPR,15750
2011-157735-SLPR,35070
2013-528863-Sola,17500
2013-631086-Sola,2157.71
4005-039,16000
2012-456436-Sola,33440
2012-457074-SLPR,19320
2014-661095-Sola,2967.42
2011-160325-SLPR,17640
2014-661021-Sola,1559.76
2011-157430-SLPR,24750
2014-664565-Sola,5786.72
4054-20231,10300
2013-530719-Sola,7650
2011-158904-SLPR,5635
2011-156811-SLPR,39690
2011-156388-SLPR,45360
4054-004,12960
2010-147437-SLPR,12656
2011-159896-SLPR,35000
2014-646205-Sola,1864.73
2011-157163-SLPR,40000
2013-529342-Sola,15303.75
2012-459460-Sola,12880
2012-470717-Sola,15960
2011-156243-SLPR,7200
2011-158555-SLPR,33264
2013-540000-Sola,5511.5
2013-538570-Sola,4888.48
2014-665398-Sola,4315.58
2014-645849-Sola,2441.13
2014-638528-Sola,1971.79
4011-60056-GJ,9792
2014-658820-Sola,2737.59
2013-542512-Sola,3807.98
2014-661428-Sola,2429.9
2014-666195-Sola,4207.94
2013-536213-Sola,2855.62
2014-666072-Sola,3085.31
2014-649559-Sola,4137
2014-664566-Sola,3484.03
2011-156662-SLPR,50000
4003-028,23630
2012-456799-Sola,28435
2011-150062-SLPR,18434
2013-530932-Sola,10071.6
4101-95855,1852
2011-158498-SLPR,13860
2013-535255-Sola,96029.84
2014-638569-Sola,4178.17
2012-518039-Sola,13833.75
4006-009,35000
2014-658974-Sola,2198.65
2012-448608-SLPR,6804
4061-060,26600
2014-663448-Sola,2716.87
2014-655477-Sola,1752.75
4033-47907,9000
2012-505117-Sola,17500
2011-156634-SLPR,44550
2013-531203-Sola,13000
2014-645278-Sola,5982.73
2014-658901-Sola,1174.54
2011-159251-SLPR,35000
2011-156991-SLPR,12240
2011-157624-SLPR,30060
4033-47756,4200
2013-539515-Sola,10563.64
2010-147073-SLPR,9400
2011-156857-SLPR,13527
2011-159191-SLPR,20790
2011-158127-SLPR,22680
2014-655928-Sola,3490.95
2013-520532-Sola,17500
2011-158540-SLPR,10976
2012-463940-Sola,12600
2013-532030-Sola,4590
4089-20492,7245
2014-660418-Sola,4623.11
2013-538460-Sola,3678.04
2014-636958-Sola,3514.84
2011-159715-SLPR,10472
2013-535288-Sola,3852.78
2012-475603-Sola,17500
4061-23072,87500
2014-664392-Sola,4870.88
2011-158918-SLPR,18900
2011-159560-SLPR,21735
2011-159839-SLPR,28595
4003-22696,9712.5
2014-648324-Sola,2007.82
2013-535932-Sola,11247.46
2011-441496-Sola,17500
2011-157869-SLPR,26137.5
2014-666148-Sola,2555
2011-423519-Sola,5827.5
2011-390648-SLPR,6720
2011-159349-SLPR,19600
4006-42847,2550
2012-456062-SLPR,29920
2014-664782-Sola,4535.46
2011-156311-SLPR,16200
2014-661551-Sola,2294.42
2011-161191-SLPR,45000
2013-538341-Sola,8840.4
2011-160570-SLPR,35456
2014-645514-Sola,1382.52
2011-160222-SLPR,35000
2013-539479-Sola,13626.68
2014-640157-Sola,3043.63
2013-538325-Sola,3889.07
2011-158321-SLPR,36900
4003-059,12280
2011-156496-SLPR,5400
2014-662874-Sola,3592.62
2013-530484-Sola,4410
2010-148869-SLPR,10395
4018-001,23360
2011-159016-SLPR,11200
2011-157250-SLPR,36608
2014-666001-Sola,4410.8
4006-46505,3924
2011-160074-SLPR,28350
2011-438345-Sola,3838.73
4054-23054,8820
2014-662871-Sola,3530.45
2012-465514-Sola,6440
2013-537892-Sola,5587.3
2013-520578-Sola,11130
2013-555454-Sola,6600
2014-655101-Sola,4581.66
2014-660746-Sola,2809.9
4061-013,28625
4030-24588,12250
2014-663712-Sola,3918.97
2011-160812-SLPR,35000
2014-664108-Sola,4666.12
2011-158798-SLPR,25760
4011-26869,12250
2014-645867-Sola,2502.38
2014-655780-Sola,3100.25
2011-159837-SLPR,26775
2011-399932-SLPR,97762.5
2013-529776-Sola,9075
2010-147742-SLPR,10683.75
2013-520570-Sola,17167.5
2011-156672-SLPR,16800
2014-645697-Sola,3631.14
2011-158062-SLPR,13500
2011-150384-SLPR,9044.2
2014-658894-Sola,1363.84
2014-658637-Sola,2976.33
2012-487832-Sola,17500
2013-532253-Sola,14453.99
2014-646019-Sola,2748.24
2014-638552-Sola,1516.17
2014-660995-Sola,1562.59
2011-150416-SLPR,15750
2011-158467-SLPR,4032
2014-664750-Sola,3595
2014-661460-Sola,3396.62
2014-638411-Sola,2534.11
2014-652560-Sola,4384.19
2011-158855-SLPR,11088
2011-156803-SLPR,27405
4033-48007,7560
2014-663710-Sola,2595.92
2013-535339-Sola,11246.02
2013-532587-Sola,13020.53
2013-624555-Sola,3120.93
2014-666108-Sola,3513.54
2011-159365-SLPR,30590
2014-645260-Sola,3951.74
2013-585632-Sola,4738.94
4022-008,16200
2011-159925-SLPR,32200
2014-640226-Sola,2222
2011-433442-Sola,9975
2013-635340-Sola,1731.66
2014-640152-Sola,2690.49
2011-160315-SLPR,28980
2014-662919-Sola,2729.76
2014-649580-Sola,3260.91
2011-437553-Sola,17290
2011-156489-SLPR,60000
2014-663076-Sola,4516.69
2014-643501-Sola,3996.44
2014-649060-Sola,3584.75
2011-160118-SLPR,27370
2011-447921-Sola,17500
2012-505465-Sola,17500
2011-158036-SLPR,3240
2012-448320-SLPR,8400
2011-157079-SLPR,15200
2011-158089-SLPR,22500
2011-157487-SLPR,22312.5
4001-007,18240
2012-518535-Sola,7875
2014-646269-Sola,4670.69
2011-431995-Sola,17325
2010-145148-SLPR,18037.5
2011-160266-SLPR,20790
2014-666028-Sola,3458.51
4030-080,16150
2014-640008-Sola,2666.79
2012-456798-Sola,28435
2014-659020-Sola,4818.64
2014-663269-Sola,4767.62
2011-158834-SLPR,8610
2014-660681-Sola,2951.1
2013-528791-Sola,6370
2014-664315-Sola,3671.53
2011-159001-SLPR,13860
2014-658687-Sola,2698.25
2013-536908-Sola,5843.35
2011-156275-SLPR,17280
2013-537058-Sola,5305.79
2014-654871-Sola,3499.42
2014-648244-Sola,2700.26
2012-448323-SLPR,17500
2010-145909-SLPR,38304
2014-665425-Sola,2777.13
2013-536384-Sola,6463.42
2011-161035-SLPR,18060
2014-655614-Sola,2135.56
2014-659154-Sola,3344.53
2011-156375-SLPR,25920
2013-537940-Sola,7091.08
2011-157664-SLPR,15300
2014-664036-Sola,2863.04
2012-505457-Sola,17500
2013-528296-Sola,12057.5
2011-158713-SLPR,13860
4061-22847,22540
4033-46146,4680
2013-533596-Sola,11826.94
2011-156432-SLPR,57600
2013-539220-Sola,3771.08
2014-646747-Sola,3565.25
2010-147223-SLPR,16560
2011-156704-SLPR,40700
2014-636887-Sola,2310.54
2011-157930-SLPR,29081.3
2014-640296-Sola,2786.39
2010-147068-SLPR,11280
2013-530310-Sola,15015
2012-519439-Sola,9156
4022-34037,9576
2010-148661-SLPR,12220
2011-158481-SLPR,15960
2011-156323-SLPR,60000
2014-654125-Sola,3531.51
2011-447638-Sola,17500
2013-538308-Sola,5191.5
4061-025,16200
2014-663254-Sola,1953.42
2013-583879-Sola,3316.57
2013-531948-Sola,9362.04
2014-665910-Sola,5506.73
2014-639837-Sola,2821.82
2014-643411-Sola,4088.86
2013-584616-Sola,3019.84
2011-150545-SLPR,12250
2014-658987-Sola,5662.53
2011-413783-SLPR,10631.25
2011-159619-SLPR,18900
2011-150685-SLPR,8488.4
2014-665940-Sola,3749.76
2011-156909-SLPR,19147.5
2011-158656-SLPR,35000
2013-531235-Sola,8112
2014-655558-Sola,6600
2011-158348-SLPR,2800
2013-534599-Sola,2368.33
2014-663625-Sola,1906.3
2014-655252-Sola,3521
2011-156557-SLPR,31800
2012-478869-Sola,12880
2012-500749-Sola,12495
2012-457582-Sola,17500
2011-158168-SLPR,9000
2011-390627-SLPR,17500
2014-639931-Sola,1627.4
2013-541770-Sola,2569.38
2014-665953-Sola,2105.69
2011-158213-SLPR,30240
4033-40647,7848
2013-536428-Sola,6825.54
2012-490860-Sola,13734
2011-159762-SLPR,35000
2014-645648-Sola,1871.9
2014-639942-Sola,1718.89
2011-159032-SLPR,33810
2011-157090-SLPR,25200
2011-158939-SLPR,19404
2014-663094-Sola,6343.16
2010-147391-SLPR,1505
2014-665932-Sola,4210.78
2011-438013-Sola,17500
2011-159475-SLPR,24024
2011-160696-SLPR,33132
2014-637072-Sola,4133.74
2011-157792-SLPR,17062.5
2014-660703-Sola,4488.05
4001-34306,8820
2013-538591-Sola,3750.21
4006-62818,4120
2011-157987-SLPR,18000
2014-645616-Sola,5632.79
2014-645814-Sola,2377.26
2010-146363-SLPR,9000
2011-156742-SLPR,19425
2012-474566-Sola,8011.5
2014-650087-Sola,3394.92
2011-160488-SLPR,24150
4061-077,14800
2013-539119-Sola,4046.4
2011-159343-SLPR,35000
4116-003,25200
2014-649370-Sola,4018.07
2011-157789-SLPR,37087.5
2013-538201-Sola,2410.57
2011-156942-SLPR,34965
2014-658853-Sola,5658.27
2011-159256-SLPR,35000
2013-535709-Sola,10082.75
2012-518550-Sola,11375
2014-666009-Sola,2797.19
2011-158571-SLPR,34944
2013-531042-Sola,13000
4086-010,19760
2012-488773-Sola,17500
2013-539728-Sola,2028.73
2011-159969-SLPR,35000
2011-156952-SLPR,33750
2014-655034-Sola,2315.78
2013-633578-Sola,6600
2013-538434-Sola,7462.25
2010-148449-SLPR,9240
2011-160148-SLPR,17710
4056-031,14800
2014-664171-Sola,4513.59
2013-535644-Sola,15875.53
2014-651001-Sola,3402.23
2014-663454-Sola,1540.86
4006-001,34952
2014-659065-Sola,4031.01
4001-47470,5544
2013-540842-Sola,6600
2014-663112-Sola,3805.42
2013-625343-Sola,5924.17
2011-156782-SLPR,26400
2010-147237-SLPR,14805
2011-432891-Sola,6440
2012-465834-Sola,17500
2011-159380-SLPR,35000
2012-499851-Sola,15470
4006-22274,9660
2014-658785-Sola,4280.81
2014-665747-Sola,3096.17
2011-159025-SLPR,22848
2011-160883-SLPR,17710
2014-644843-Sola,2577.47
2013-536625-Sola,11581.32
2011-157379-SLPR,36720
2013-531580-Sola,12103
2012-518572-Sola,10623.68
2013-534626-Sola,17900
2011-156347-SLPR,31680
2014-646468-Sola,3704.73
2011-382712-SLPR,9576
2014-661346-Sola,3349.97
2011-159089-SLPR,25200
4054-19770,8750
2011-158774-SLPR,7500
2014-666230-Sola,2366.16
2011-159173-SLPR,47500
2012-474937-Sola,16511.25
2014-645330-Sola,3308
2011-161116-SLPR,20240
2011-160001-SLPR,33075
2014-664423-Sola,2006.7
2011-157128-SLPR,32400
2011-160040-SLPR,60825
2011-159822-SLPR,20930
4006-28567,20601
2011-158636-SLPR,45000
2013-536255-Sola,10354.18
2011-157394-SLPR,21600
2011-414486-Sola,16905
2011-432748-SLPR,9047.5
2014-662955-Sola,3091.54
2013-538289-Sola,5339.54
2013-632934-Sola,2170.37
2013-524143-Sola,9520
2011-159760-SLPR,19320
2014-655867-Sola,5464.77
2013-555428-Sola,1998.32
4033-40694,14280
2014-662284-Sola,2843.43
2010-148506-SLPR,4725
2014-663498-Sola,2529.47
2011-157122-SLPR,50000
2014-662851-Sola,2474.96
2012-464917-Sola,6300
4033-58771,3744
2011-157453-SLPR,16575
2011-158378-SLPR,9100
4089-35673,5525
2011-160685-SLPR,7350
2011-160350-SLPR,29950
2014-655637-Sola,5391.9
2013-533051-Sola,12268.03
2011-156617-SLPR,50000
2014-648379-Sola,4235.9
2014-660647-Sola,15287.2
2013-538544-Sola,3490.65
2014-640581-Sola,2100.52
2012-463905-Sola,13387.5
2010-147728-SLPR,9660
2012-502583-Sola,15172.5
2013-530641-Sola,16500
2011-158615-SLPR,16100
4054-20154,8750
2014-663792-Sola,3389.67
4022-20211,43470
2014-660873-Sola,4115.6
4108-001,35000
2013-520500-Sola,14306.25
2011-160230-SLPR,35000
2011-425724-Sola,17500
2013-520541-Sola,13650
2011-390935-SLPR,17500
2013-608179-Sola,4539.61
2014-641688-Sola,4228.59
2011-157985-SLPR,22500
2014-664440-Sola,4713.39
2014-666203-Sola,4444.09
2010-149012-SLPR,14490
2013-538694-Sola,3143.81
2012-479423-Sola,17500
2011-157415-SLPR,33150
2012-500806-Sola,15006.25
2011-414507-Sola,10416
2013-536156-Sola,9228.23
2011-157097-SLPR,18036
2011-188578-SLPR,19541.5
2010-147381-SLPR,13680
2013-528140-Sola,16023
4054-24894,9030
2014-639413-Sola,2400.66
4001-012,21380
2014-645915-Sola,4587.98
4006-55084,6278
2011-158752-SLPR,19320
2013-533586-Sola,8485.87
2011-159637-SLPR,19565
4005-018,20960
4095-014,160000
2011-160618-SLPR,23950
2011-184221-SLPR,12250
2013-537342-Sola,9202.55
2014-643583-Sola,2675.48
2011-447908-SLPR,114400
2011-156400-SLPR,17280
2013-537998-Sola,6441
2014-653960-Sola,3739.92
4015-001,28940
2014-640305-Sola,3133.09
2014-645251-Sola,4929.85
2011-159907-SLPR,25987.5
2011-156568-SLPR,10800
4033-27505,9188
2013-536756-Sola,4392.08
2011-160280-SLPR,32000
2011-157304-SLPR,37000
2013-527691-Sola,17500
2013-533412-Sola,7006.22
2011-160476-SLPR,34615
2013-636556-Sola,2675.92
2011-157923-SLPR,13500
4006-20207,20930
2011-159620-SLPR,7980
2011-150540-SLPR,9660
2012-468339-Sola,8400
2014-649270-Sola,3137.03
2011-425723-Sola,10692.5
2013-606243-Sola,4776.02
2014-640096-Sola,4524.53
2011-161147-SLPR,22522.5
2011-159336-SLPR,34650
2011-160875-SLPR,45200
4006-63113,5488
2012-502758-Sola,16957.5
2011-156304-SLPR,28800
2013-535872-Sola,9959
4096-003,27230
2013-536240-Sola,11799.88
2011-384204-SLPR,22770
2014-636858-Sola,1392.09
2013-537201-Sola,8202.01
2011-158662-SLPR,16800
2013-535775-Sola,3947.5
2012-488201-Sola,14000
2013-636536-Sola,2995.93
2012-479074-Sola,5005
2011-159797-SLPR,35000
2014-659350-Sola,3074.04
2010-145348-SLPR,8050
2013-540743-Sola,2804.39
2012-470869-Sola,9156
2013-533338-Sola,14620.68
4056-002,30740
2012-464616-Sola,17500
2010-144945-SLPR,22425
2014-648780-Sola,2591.86
2012-519435-Sola,16595.25
4101-76117,4410
2011-160860-SLPR,33005
2014-655092-Sola,3702.54
4033-57942,5376
4054-19815,8820
2014-660876-Sola,5755.15
2011-424148-Sola,13230
2013-529364-Sola,16087.5
2013-633953-Sola,1263.64
2011-160419-SLPR,30400
2010-144691-SLPR,16200
2011-160826-SLPR,38700
2013-537428-Sola,6489.21
2014-646542-Sola,2770.46
2014-660749-Sola,2582.68
2014-660874-Sola,3700.8
2014-645920-Sola,2685.51
2014-658861-Sola,4471.31
2012-471241-Sola,17307.5
2011-365487-SLPR,17500
2011-159964-SLPR,23625
2014-648645-Sola,2698.7
2011-157925-SLPR,21000
2014-664341-Sola,3444.84
2011-371997-SLPR,8225
2013-524734-Sola,12600
2011-160373-SLPR,41600
2013-537711-Sola,9640.29
2014-646277-Sola,4268.67
2014-660854-Sola,3209.09
2013-536758-Sola,4427.36
2014-644735-Sola,5871.69
2011-440824-Sola,15172.5
2013-540929-Sola,2835.92
2014-646242-Sola,4622.57
2013-533622-Sola,17198.88
4025-34780,7800
4030-20459,5880
2012-475089-Sola,15450.75
2014-655202-Sola,4004.52
2014-660502-Sola,5745.81
2014-647923-Sola,4478.09
2013-537753-Sola,10145.21
4054-22431,8820
2013-542615-Sola,3087.31
2014-647985-Sola,2785.36
2014-648890-Sola,5503
2014-649684-Sola,2594.79
2011-414001-SLPR,17500
2013-543202-Sola,3744.09
2012-489499-Sola,17500
2014-649455-Sola,2046.2
2010-145476-SLPR,91406
2010-145656-SLPR,109350
2011-161130-SLPR,18975
2011-438353-Sola,17500
2014-653493-Sola,2981.74
2013-538989-Sola,2786.14
2011-161049-SLPR,17737.5
2012-457082-SLPR,28980
2011-160444-SLPR,23625
2011-158700-SLPR,22050
2013-534800-Sola,8614.11
2011-156337-SLPR,16200
2013-536043-Sola,8783.04
2013-583958-Sola,6933
2011-157629-SLPR,30600
2012-475928-Sola,13734
2010-145008-SLPR,25000
2012-455971-SLPR,17500
2014-646255-Sola,2315.77
2013-538810-Sola,9900
4006-47055,5500
2011-157471-SLPR,37440
2013-614162-Sola,3696.38
2014-648772-Sola,4026.62
2011-158877-SLPR,35000
2011-159113-SLPR,30492
2011-156551-SLPR,29700
2010-144977-SLPR,24750
2011-160192-SLPR,33075
4033-50229,4763
4014-34954,193880
2011-157853-SLPR,7987.5
2011-157192-SLPR,40000
2011-156589-SLPR,14400
2014-663400-Sola,2239.56
2012-490492-Sola,17500
2014-639851-Sola,2471.44
2011-414180-Sola,8741.25
2014-639946-Sola,2504.34
2011-160548-SLPR,18095
2014-654859-Sola,4819.73
2014-666235-Sola,3364.98
2013-537086-Sola,6137.22
2010-145530-SLPR,12150
2014-643663-Sola,6476.27
2011-157005-SLPR,44887.5
2013-635279-Sola,3172.35
2014-649752-Sola,4362.82
2011-159408-SLPR,12600
2014-640689-Sola,4435.82
2011-160625-SLPR,32467.5
2011-159459-SLPR,11025
4095-007-1,175000
2013-532144-Sola,14987.74
2010-145901-SLPR,124200
2011-157894-SLPR,23831.3
2012-456059-SLPR,32560
2014-663315-Sola,3085.23
2011-159799-SLPR,22540
2011-150347-SLPR,12600
2014-645757-Sola,5116.36
2013-531300-Sola,8014.38
2013-534341-Sola,3666.01
2011-158635-SLPR,45000
2011-157859-SLPR,33150
2012-502609-Sola,17500
2011-371047-SLPR,3897
2011-158896-SLPR,34912.5
2014-645750-Sola,1847.06
4011-016,52675
2013-625322-Sola,2886.76
2011-160275-SLPR,34300
2011-159913-SLPR,35000
4003-017-1,12880
2014-660622-Sola,3832.04
4033-51101,4680
2013-528852-Sola,17500
4054-19765,8820
2013-542702-Sola,3071.96
2010-147321-SLPR,5180
2014-663220-Sola,3108.17
4033-38344,6720
2012-465522-Sola,15120
2014-658764-Sola,4440.55
4001-85784,2940
2013-540701-Sola,3960.79
2011-161069-SLPR,17599.5
2011-156358-SLPR,26880
2013-539624-Sola,1968.58
2013-534713-Sola,4924.05
2014-654793-Sola,4382.88
2012-490649-Sola,9156
4077-011,14800
2011-188573-SLPR,37500
2014-643641-Sola,2801.54
2013-625394-Sola,3251.3
2014-651146-Sola,1199.44
2014-663920-Sola,4059.93
2013-535347-Sola,11248.99
2011-157315-SLPR,39440
2011-157149-SLPR,18036
2011-160935-SLPR,28875
2013-535626-Sola,5408.37
2014-661329-Sola,2314.43
2011-158383-SLPR,19656
4033-58420,2240
2011-157501-SLPR,6120
2013-531504-Sola,6688.5
2011-160646-SLPR,12084.5
2013-534662-Sola,6908.47
2014-660932-Sola,2095.45
2011-156732-SLPR,22500
4003-070,9660
4054-19812,8820
2014-663645-Sola,3064.93
2014-663365-Sola,3491.71
2014-660672-Sola,4376.36
2013-536544-Sola,5539.4
2014-648537-Sola,3435.38
2011-160845-SLPR,25620.4
2010-147666-SLPR,9335.95
2011-161096-SLPR,20872.5
2013-625264-Sola,2113.06
2012-457088-SLPR,26565
2013-530323-Sola,11445
2011-158504-SLPR,2016
2013-535901-Sola,6466.88
2013-631004-Sola,3511.04
2012-475465-Sola,17500
2014-655756-Sola,4192.47
2014-660758-Sola,2686.74
2014-662983-Sola,3393.91
2014-659118-Sola,2373.79
2010-146704-SLPR,87500
2010-148640-SLPR,9030
2014-664199-Sola,4058.61
2012-453350-SLPR,17500
2014-663776-Sola,4126.65
2013-542238-Sola,3343.15
2011-158181-SLPR,5850
2011-159737-SLPR,14490
2013-521613-Sola,13650
2011-365798-SLPR,14490
4033-43934,10350
4033-52047,6750
2014-659169-Sola,2669.08
2011-160210-SLPR,21735
2011-188614-SLPR,49500
2011-160399-SLPR,22050
2010-145115-SLPR,30240
2014-663583-Sola,3621.53
2010-145242-SLPR,49000
4061-131,16000
2011-159328-SLPR,24150
4005-003,9720
2011-159950-SLPR,28665
2011-160470-SLPR,19669.8
2014-643532-Sola,3363.11
4030-26090,12250
2013-584056-Sola,3075.93
2013-534516-Sola,9165.19
2013-533710-Sola,7708.58
2014-643486-Sola,6018.02
2011-157060-SLPR,37520
2014-646596-Sola,2642.49
2013-538254-Sola,4782.6
2010-145824-SLPR,42840
2010-145757-SLPR,10340
2011-157481-SLPR,17212.5
2011-159891-SLPR,14350
2013-531931-Sola,9178.99
2014-645845-Sola,3423.88
2014-653935-Sola,3660.02
2014-649239-Sola,2836.04
2014-649226-Sola,2385.91
2014-636839-Sola,1822.24
2011-159952-SLPR,20317.5
2011-158968-SLPR,19320
2011-161055-SLPR,21505
2011-432941-SLPR,87360
2014-645746-Sola,4124.96
2010-146300-SLPR,88000
2013-615494-Sola,4391.95
2011-382766-SLPR,87500
2013-538968-Sola,4424.35
2014-663596-Sola,3446.58
4054-19310,11560
2013-536451-Sola,11696.32
2012-518058-Sola,17167.5
2010-147509-SLPR,10631.25
2013-629930-Sola,1753.84
2014-661570-Sola,4456.97
2011-357095-SLPR,29106
2011-158859-SLPR,24500
2011-159139-SLPR,21735
4014-001,124200
2011-158823-SLPR,12096
2014-646192-Sola,5320.06
2012-478853-Sola,17500
2014-664213-Sola,5651.9
2011-156282-SLPR,20160
2011-159852-SLPR,28980
2011-432898-SLPR,86205
2011-160458-SLPR,30470
2013-536492-Sola,13975.26
2011-382587-SLPR,10920
2011-423023-Sola,8662.5
2014-646721-Sola,2382.94
2014-655395-Sola,2714.19
2014-649189-Sola,3691.87
2014-649576-Sola,3607.42
2013-535756-Sola,5831.46
2011-160013-SLPR,11270
2011-159877-SLPR,16100
4030-23370,9450
2011-157045-SLPR,14960
2012-475722-Sola,11445
2013-584810-Sola,4167.48
4056-015,22100
2012-464045-Sola,69300
2012-476451-Sola,9156
4006-67059,7497
2012-500236-Sola,16023
2014-649589-Sola,2758.09
2011-426645-Sola,13440
4006-41787,10350
2013-532753-Sola,12155.78
2013-537671-Sola,9760.27
2010-146401-SLPR,20000
2010-145307-SLPR,7800
2014-654641-Sola,3185.61
2011-188597-SLPR,21437.5
4108-016,61425
4054-19804,8820
2014-664406-Sola,2331.14
2013-538776-Sola,4564.14
2013-542536-Sola,4113.86
2011-160947-SLPR,18060
2014-657050-Sola,4633.43
2011-158448-SLPR,16800
2011-351365-SLPR,4830
2011-157552-SLPR,25650
2011-159599-SLPR,35000
2014-654979-Sola,1399
2013-536401-Sola,4123.98
2010-147406-SLPR,16170
2011-157949-SLPR,15600
2011-371883-SLPR,17500
2011-157109-SLPR,10200
2014-659149-Sola,3812.51
2012-458232-Sola,7140
2011-156464-SLPR,17280
